listing_id,listing_name,room_type,minimum_nights,host_id,price,created_at,updated_at
43670826,Lichtdurchflutete Wohnung zentralen Punkt  Berlins,Entire home/apt,3,348779246,80.0,2025-01-16 01:47:58+00:00,2025-01-16 01:47:58+00:00
