listing_id,listing_name,room_type,minimum_nights,price,host_id,host_name,is_superhost,created_at,updated_at
6001029,Schöne Wohnung in Kreuzberg,Entire home/apt,1,55.0,9699051,David,f,2025-01-18 09:55:04+00:00,2025-01-18 09:55:04
20282908,Beautiful Room In The Heart Of Kreuzberg,Private room,1,30.0,48872858,Robin,f,2025-01-18 09:43:04+00:00,2025-01-18 09:43:04
20294937,Ruhiges Zimmer in Mitte/Moabit,Private room,2,39.0,144775899,Janes,f,2025-01-18 09:34:11+00:00,2025-01-18 09:34:11
42828834,10 Minuten zum Checkpoint Charlie.,Entire home/apt,5,75.0,174735694,Luciana,f,2025-01-18 09:32:25+00:00,2025-01-18 09:32:25
50391109,Komfort Doppelzimmer,Private room,1,151.0,407066591,,,2025-01-18 09:26:53+00:00,2025-01-18 09:26:53
45264026,Moderne Neubauwohnung im Herzen von Friedrichshain,Entire home/apt,2,68.0,93328001,Christian,f,2025-01-18 09:12:11+00:00,2025-01-18 09:12:11
45844997,The warmest home for your (creative) stay in town,Private room,4,33.0,259262897,,,2025-01-18 09:10:59+00:00,2025-01-18 09:10:59
11749393,Easter in the centre of Berlin,Entire home/apt,2,95.0,18084560,Folke,f,2025-01-18 08:38:27+00:00,2025-01-18 08:38:27
10128323,Togostrasse,Entire home/apt,1,35.0,6923662,Stephan,f,2025-01-18 08:36:33+00:00,2025-01-18 08:36:33
52348016,Zentrale Design-Altbauwohnung mit Kamin &Terrasse,Entire home/apt,2,84.0,207473068,Anne,f,2025-01-18 08:36:10+00:00,2025-01-18 08:36:10
21332140,Eigene Wohnung im Hinterhof mit Terasse,Private room,2,54.0,154388151,Nick,f,2025-01-18 08:35:54+00:00,2025-01-18 08:35:54
39834698,Hip Berliner Kiez Room 1,Private room,1,40.0,18241865,Rafaela,f,2025-01-18 08:28:47+00:00,2025-01-18 08:28:47
48733327,Brutalistischer Space zum Wohlfühlen,Entire home/apt,1,500.0,11896083,Christina,f,2025-01-18 07:53:31+00:00,2025-01-18 07:53:31
22494396,Bedroom,Private room,3,35.0,101520347,Melanie,f,2025-01-18 06:56:50+00:00,2025-01-18 06:56:50
36241217,Room in Berlin center,Private room,1,400.0,259317360,Domenico,f,2025-01-18 06:51:21+00:00,2025-01-18 06:51:21
44456630,Lovely apartment in the heart of Kreuzberg,Entire home/apt,2,80.0,22582175,Blacky,f,2025-01-18 06:49:02+00:00,2025-01-18 06:49:02
9232303,large one bedroom studio,Entire home/apt,1,46.0,1174550,Molly,f,2025-01-18 06:33:16+00:00,2025-01-18 06:33:16
8808663,apartamento luminoso y centrico,Entire home/apt,30,74.0,46149557,Lucia,f,2025-01-18 06:04:10+00:00,2025-01-18 06:04:10
28682954,Schönes und ruhiges Zimmer in Steglitz,Private room,1,55.0,216394478,Mustafa,f,2025-01-18 05:59:08+00:00,2025-01-18 05:59:08
32711241,Wohnung 65qm am Ostkreuz Friedrichshain,Entire home/apt,20,30.0,74744455,,,2025-01-18 05:44:00+00:00,2025-01-18 05:44:00
7606896,Helles schönes privates Zimmer WG,Private room,7,35.0,39895198,Constanze,f,2025-01-18 05:38:50+00:00,2025-01-18 05:38:50
22203325,Cosy room in nice neighborhood,Private room,6,14.0,67060786,Javier,f,2025-01-18 05:29:20+00:00,2025-01-18 05:29:20
7486826,3-Zimmer Altbauwohnung in Kreuzberg,Entire home/apt,1,80.0,21353180,Nadine,f,2025-01-18 05:17:21+00:00,2025-01-18 05:17:21
38588253,Berlin Townhouse -  zwischen Großstadt und Natur,Entire home/apt,2,140.0,5882316,Shane,f,2025-01-18 04:37:19+00:00,2025-01-18 04:37:19
20421853,cosy room  beautiful location near metro station,Private room,1,16.0,145677064,Ammar,f,2025-01-18 04:12:56+00:00,2025-01-18 04:12:56
13791138,1 Room Apartment Berlin Lichtenberg,Entire home/apt,1,60.0,49469944,Hannes,f,2025-01-18 03:59:43+00:00,2025-01-18 03:59:43
6947885,Cozy studio near the lake.,Entire home/apt,1,50.0,5129180,Juliette,f,2025-01-18 03:56:40+00:00,2025-01-18 03:56:40
22725803,Gemütliches Zimmer im Prenzlauer Berg,Private room,10,15.0,41906597,Greta,f,2025-01-18 03:44:16+00:00,2025-01-18 03:44:16
32483112,"Sunny, warm, cosy and close to party districts !",Private room,1,24.0,244058292,,,2025-01-18 03:34:40+00:00,2025-01-18 03:34:40
20672004,Calm and zen place in the heart of Berlin Mitte,Entire home/apt,1,119.0,14882027,Madhuri,f,2025-01-18 03:31:29+00:00,2025-01-18 03:31:29
40403330,Friedrichshain - amazing location,Private room,6,28.0,129636132,Isabelle,f,2025-01-18 03:25:30+00:00,2025-01-18 03:25:30
40652059,Sauber machen,Private room,30,40.0,315280811,Ibrahima,f,2025-01-18 03:04:50+00:00,2025-01-18 03:04:50
41396035,Cozy room in the heart of Rixdorf Neukölln,Private room,2,28.0,39032040,Marco,f,2025-01-18 03:02:39+00:00,2025-01-18 03:02:39
50906824,Doppelzimmer mit Aufbettungsmöglichkeit,Private room,1,74.0,174923505,,,2025-01-18 03:01:36+00:00,2025-01-18 03:01:36
21609334,Gemütliche Wohnung in Berlin-Friedrichshain,Shared room,5,25.0,14012917,Michael,f,2025-01-18 02:37:48+00:00,2025-01-18 02:37:48
40450568,Gemütliche 1 Zimmer Wohnung im Herzen von Neukölln,Entire home/apt,3,72.0,105148945,Isabel,f,2025-01-18 02:10:13+00:00,2025-01-18 02:10:13
11348253,Comfortable room at Berlin center Alexanderplatz,Private room,3,35.0,59426366,Carolina,f,2025-01-18 02:03:38+00:00,2025-01-18 02:03:38
52786258,Apartment 7 minutes walk to Berlin Central Station,Entire home/apt,1,80.0,143456084,Luis Abel,f,2025-01-18 02:02:47+00:00,2025-01-18 02:02:47
45792255,Charmanter VW Bus mit Heckküche & Schlafambiente,Entire home/apt,84,90.0,32916140,Dajana,f,2025-01-18 01:58:21+00:00,2025-01-18 01:58:21
44025567,Ein gemütliches Vierbettzimmer im Hotel Bellevue,Private room,1,95.0,135765867,,,2025-01-18 01:09:02+00:00,2025-01-18 01:09:02
9501847,Cozy sunny room in Alt-Tempelhof,Private room,7,23.0,25449632,Athanasios,f,2025-01-18 00:59:46+00:00,2025-01-18 00:59:46
52386640,New loft 4 bedrooms with fireplace at Mitte,Entire home/apt,3,245.0,70168685,Cyril,f,2025-01-18 00:41:32+00:00,2025-01-18 00:41:32
7595499,25qm room in the heart of neukölln,Private room,1,16.0,39830360,Anonymous,t,2025-01-18 00:30:22+00:00,2025-01-18 00:30:22
9914902,Rooms Center Berlin Alexaanderplatz,Private room,4,45.0,50976411,,,2025-01-18 00:29:09+00:00,2025-01-18 00:29:09
46849515,Schönes Zimmer in 3er-WG im Friedrichshain,Private room,14,22.0,251703986,,,2025-01-18 00:00:33+00:00,2025-01-18 00:00:33
22820006,Gemütliches Studio Apartment zentral gelegen,Entire home/apt,60,69.0,8912086,,,2025-01-17 23:24:32+00:00,2025-01-17 23:24:32
12641723,Beautiful flat with amazing view!,Entire home/apt,1,50.0,68656621,Ido,f,2025-01-17 23:20:34+00:00,2025-01-17 23:20:34
41359244,Berlin Zentrum näher Potsdamer Platz,Private room,2,45.0,157216702,Jose Enrique,f,2025-01-17 23:11:34+00:00,2025-01-17 23:11:34
47774975,Ferienhaus für 6 Gäste mit 130m² in Berlin (145060),Entire home/apt,1,183.0,238028559,,,2025-01-17 23:09:33+00:00,2025-01-17 23:09:33
24082136,Ruhiges Zimmer in Friedrichshain mit süßen Katzen,Private room,2,29.0,35851817,Friederike,f,2025-01-17 23:00:42+00:00,2025-01-17 23:00:42
31009295,Schöne 3-Zimmer Wohnung im Bergmannkiez,Entire home/apt,13,160.0,3667840,Magdalena,f,2025-01-17 22:50:43+00:00,2025-01-17 22:50:43
45523658,Cozy room next to Boxhagener Platz,Private room,2,26.0,16657917,Vanessa,f,2025-01-17 22:47:46+00:00,2025-01-17 22:47:46
43734084,LY73M021,Entire home/apt,60,60.0,82142678,,,2025-01-17 22:32:36+00:00,2025-01-17 22:32:36
5218671,Gemütliches Zimmer in 2er-WG,Private room,7,30.0,27000163,Kerstin,f,2025-01-17 22:15:08+00:00,2025-01-17 22:15:08
45184274,Schöne große Altbauwohnung in Friedrichshain,Entire home/apt,30,110.0,331152448,Sarah,f,2025-01-17 22:12:46+00:00,2025-01-17 22:12:46
7671703,beautiful one-single-room apartment,Entire home/apt,3,35.0,40281005,Sabine G.,f,2025-01-17 21:53:45+00:00,2025-01-17 21:53:45
41208037,Luxury Apartment next to Soho House,Entire home/apt,7,95.0,11726509,Philip,f,2025-01-17 21:52:26+00:00,2025-01-17 21:52:26
13692216,Spacious flat in between Mitte & Friedrichshain,Private room,1,52.0,5411484,Naomi,f,2025-01-17 21:31:20+00:00,2025-01-17 21:31:20
52022030,THE DUDE by Charly - Roomy Double room,Entire home/apt,1,208.0,421235453,,,2025-01-17 21:21:07+00:00,2025-01-17 21:21:07
21402515,Whole Appartment in Berlin.,Entire home/apt,2,39.0,49971189,Younes,f,2025-01-17 21:12:58+00:00,2025-01-17 21:12:58
49037234,Urban spacious hotel room for 4 central to Subway,Private room,14,66.0,108025548,,,2025-01-17 21:07:12+00:00,2025-01-17 21:07:12
50860768,Doppelzimmer mit Boxspringbett 200x200 cm,Private room,1,77.0,174923505,,,2025-01-17 20:41:38+00:00,2025-01-17 20:41:38
42735255,Ferienwohnung/App. für 4 Gäste mit 70m² in Berlin (20214),Entire home/apt,1,126.0,238029336,,,2025-01-17 20:40:22+00:00,2025-01-17 20:40:22
7346952,Großes und helles Zimmer in 3er-WG,Private room,7,20.0,3920003,Ferdinand,f,2025-01-17 20:21:36+00:00,2025-01-17 20:21:36
776069,Near Brandenburger Gate/Reichstag,Entire home/apt,120,120.0,2685171,Özgür,f,2025-01-17 19:49:23+00:00,2025-01-17 19:49:23
7507974,Antons Zimmer,Private room,1,22.0,39332038,Anton,f,2025-01-17 19:41:10+00:00,2025-01-17 19:41:10
46085840,Standard Doppelzimmer in Schöneberg,Private room,1,113.0,373476835,,,2025-01-17 19:36:34+00:00,2025-01-17 19:36:34
42924068,"2-Raum Penthouse ""Bird's Nest"", 59 qm",Entire home/apt,15,230.0,210700814,,,2025-01-17 19:36:02+00:00,2025-01-17 19:36:02
50547610,Cozy room in lively neighborhood,Private room,7,30.0,38901699,Destina,f,2025-01-17 19:35:18+00:00,2025-01-17 19:35:18
19410584,Luxus Wohnen auf Zeit in Berlin City West,Entire home/apt,89,30.0,26692001,Elena,f,2025-01-17 19:31:14+00:00,2025-01-17 19:31:14
39501661,Big and Cozy room in Lichtenberg,Private room,18,28.0,46716635,,,2025-01-17 19:27:16+00:00,2025-01-17 19:27:16
9108801,Quite in a Cool Street in Neukolln,Entire home/apt,15,32.0,12469994,Alessia,f,2025-01-17 18:57:22+00:00,2025-01-17 18:57:22
7220995,Cosy flat near Mauerpark,Entire home/apt,20,40.0,37802104,Johannes,f,2025-01-17 18:42:39+00:00,2025-01-17 18:42:39
51679037,Lovely 1-bed apartment in Neukolln,Entire home/apt,2,45.0,41472652,Asiya,f,2025-01-17 18:40:51+00:00,2025-01-17 18:40:51
9378741,Studio Berlin Charlottenburg,Entire home/apt,4,28.0,48658819,Rocinta,f,2025-01-17 18:40:34+00:00,2025-01-17 18:40:34
8823996,Big and luxury Room in Berlin,Private room,1,40.0,43770352,Corinne,f,2025-01-17 18:34:19+00:00,2025-01-17 18:34:19
43575461,4-Zimmer-Wohnung im Szenebezirk Friedrichshain,Entire home/apt,7,75.0,34006291,Trajan,f,2025-01-17 18:32:33+00:00,2025-01-17 18:32:33
44782205,Sunset at Templehof,Private room,30,23.0,4594271,Christian,f,2025-01-17 18:13:30+00:00,2025-01-17 18:13:30
52644407,THE DUDE by Charly - Cosy+ Double Room,Entire home/apt,1,148.0,421235453,,,2025-01-17 18:06:42+00:00,2025-01-17 18:06:42
21034405,Cozy Apartment in the Center of Berlin,Entire home/apt,1,60.0,151496165,Fabian,f,2025-01-17 17:54:22+00:00,2025-01-17 17:54:22
20754680,Cosy & stylish room in quite and peaceful building,Private room,5,15.0,41812675,Basak,f,2025-01-17 17:40:58+00:00,2025-01-17 17:40:58
5086863,"Homely, big & sunny in the center",Entire home/apt,21,65.0,4687616,Barbara,f,2025-01-17 16:49:46+00:00,2025-01-17 16:49:46
52275607,Top floor sunny studio apartment - Beautiful view.,Entire home/apt,4,89.0,47795570,,,2025-01-17 16:33:14+00:00,2025-01-17 16:33:14
40481738,Hell und groß im Herzen Neuköllns mit Balkon,Private room,7,28.0,10697413,Tanin,f,2025-01-17 16:27:41+00:00,2025-01-17 16:27:41
12561585,Very nice flat with balcony,Entire home/apt,1,110.0,68094397,Lydia Nadia,f,2025-01-17 16:24:08+00:00,2025-01-17 16:24:08
21436573,"Grosszüge, Maisonette Wohnung in Berlin Neukölln",Entire home/apt,5,85.0,154459928,Cla,f,2025-01-17 15:59:36+00:00,2025-01-17 15:59:36
40904143,Schöne 1 Zimmer Wohnung im Simon Dach Kiez,Entire home/apt,2,60.0,101316322,Andreas,f,2025-01-17 15:58:55+00:00,2025-01-17 15:58:55
13920808,Spacious Cozy Room Close To City Center,Private room,4,46.0,38783931,,,2025-01-17 15:44:42+00:00,2025-01-17 15:44:42
48840032,Komfortables Apartment mit 150m2,Entire home/apt,2,414.0,3003519,,,2025-01-17 15:25:25+00:00,2025-01-17 15:25:25
37509937,Comfortable 2-room apartment in Friedrichshain,Entire home/apt,180,49.0,178514024,Sukru,f,2025-01-17 14:41:15+00:00,2025-01-17 14:41:15
21037592,Liebevolles Zuhause statt langweiligem Hotel,Entire home/apt,1,40.0,143939464,Vanessa,f,2025-01-17 14:31:13+00:00,2025-01-17 14:31:13
11391873,Helles Balkonzimmer in Schöneberg,Private room,1,25.0,57241645,Klara,f,2025-01-17 13:42:37+00:00,2025-01-17 13:42:37
50646321,Central Falt in Prenzlauerberg,Entire home/apt,60,47.0,192200150,,,2025-01-17 13:34:12+00:00,2025-01-17 13:34:12
24308923,Schönes gemütliches WG-Zimmer,Private room,2,30.0,31643602,,,2025-01-17 13:32:51+00:00,2025-01-17 13:32:51
1694698,A home away from home in Berlin,Entire home/apt,1,189.0,8950990,George,f,2025-01-17 13:30:19+00:00,2025-01-17 13:30:19
49121163,Modern styled apartment Charlottenburg,Entire home/apt,14,60.0,22232550,Sand,f,2025-01-17 13:07:52+00:00,2025-01-17 13:07:52
42332043,Spacious bright room with Balcony,Private room,2,35.0,336568993,,,2025-01-17 12:55:58+00:00,2025-01-17 12:55:58
11370956,Nice room near airport — fireplace,Private room,2,32.0,1009656,,,2025-01-17 12:47:22+00:00,2025-01-17 12:47:22
33566472,Wunderschöne 2 Zimmerwohnung in Schloss nähe,Entire home/apt,2,80.0,252938718,Anna,f,2025-01-17 12:39:01+00:00,2025-01-17 12:39:01
47976555,Berlin City Apartment,Entire home/apt,4,69.0,1003245,Maryna,f,2025-01-17 12:38:10+00:00,2025-01-17 12:38:10
29416750,Cosy 130msq family flat in Prenzlauerberg,Entire home/apt,10,130.0,12387913,Bertrand,f,2025-01-17 12:08:46+00:00,2025-01-17 12:08:46
46958312,Nearby Treptower Park - direct airport connection,Entire home/apt,3,100.0,275374141,Thomas,f,2025-01-17 12:01:15+00:00,2025-01-17 12:01:15
45342922,A full 2 bedrooms apartment in heart of Neukölln.,Entire home/apt,4,65.0,122901718,,,2025-01-17 11:52:47+00:00,2025-01-17 11:52:47
31122541,Nair Schönefeld Berlin,Private room,10,100.0,219284770,Alex,f,2025-01-17 11:43:47+00:00,2025-01-17 11:43:47
11145559,Privat room in a sharing apartment,Private room,1,25.0,50259108,,,2025-01-17 11:34:03+00:00,2025-01-17 11:34:03
48425687,A lovely and comfy  2 room apartment,Entire home/apt,2,70.0,252025968,Kanchanjit,f,2025-01-17 11:20:09+00:00,2025-01-17 11:20:09
48106097,Super zentrale 2-Zimmer-Wohnung mit Balkon,Entire home/apt,2,69.0,3182096,Marco,f,2025-01-17 11:17:50+00:00,2025-01-17 11:17:50
51479338,1 private bedroom in sustainable green apartment,Private room,7,59.0,17036855,Catharina,f,2025-01-17 11:16:44+00:00,2025-01-17 11:16:44
16365920,elegant-room-mitte,Private room,6,35.0,22658976,Evans Akai,f,2025-01-17 11:13:02+00:00,2025-01-17 11:13:02
20988793,Comfortable Flat in Berlin Mitte,Entire home/apt,30,60.0,151072686,Enrico,f,2025-01-17 11:05:57+00:00,2025-01-17 11:05:57
50409394,Spacious room & garden in Neukolln,Private room,2,45.0,121823771,Dandan,f,2025-01-17 10:48:16+00:00,2025-01-17 10:48:16
42629897,Echter Berliner Altbau - ganze Wohnung,Entire home/apt,30,64.0,37070340,Frieder,t,2025-01-17 10:24:34+00:00,2025-01-17 10:24:34
11500564,Private Room in shared flat,Private room,4,23.0,21158428,Julie,f,2025-01-17 09:36:21+00:00,2025-01-17 09:36:21
7560826,schöne Wohnung für eine Familie,Entire home/apt,1,65.0,39634813,Uta,f,2025-01-17 09:28:27+00:00,2025-01-17 09:28:27
45444989,On top of Berlin,Entire home/apt,1,50.0,154653929,Stefan,f,2025-01-17 09:05:17+00:00,2025-01-17 09:05:17
49972317,Cozy and Calm room in Shared Flat,Private room,5,11.0,17204519,Suzan,f,2025-01-17 09:03:33+00:00,2025-01-17 09:03:33
9862133,Cozy Apartment near the Weißensee,Entire home/apt,3,100.0,38271725,Ardi,f,2025-01-17 08:53:55+00:00,2025-01-17 08:53:55
9869385,Schönes Altbauzimmer *hell*zentral*,Private room,2,40.0,50792170,,,2025-01-17 08:39:44+00:00,2025-01-17 08:39:44
19922061,"Cozy, Bright Room in Friendly Shared Flat!",Private room,5,25.0,114169868,,,2025-01-17 08:19:37+00:00,2025-01-17 08:19:37
52698928,cosy simple room in Berliner Flat in Kreuzberg,Private room,3,42.0,232067096,,,2025-01-17 08:11:14+00:00,2025-01-17 08:11:14
47775006,Ferienhaus für 6 Gäste mit 130m² in Berlin (145055),Entire home/apt,1,183.0,238030351,,,2025-01-17 08:06:00+00:00,2025-01-17 08:06:00
14396012,Cosy aptm in Mitte near Mauerpark,Entire home/apt,10,53.0,8196161,Alina,f,2025-01-17 08:04:29+00:00,2025-01-17 08:04:29
50411223,Altbauwohnung in Neukölln mit Balkon,Entire home/apt,2,70.0,407253270,Luna-Marlou,f,2025-01-17 07:57:03+00:00,2025-01-17 07:57:03
35934434,LIVE IN THE ❤ OF THE CAPITAL - BERLIN!,Entire home/apt,2,80.0,270284539,Marlon,f,2025-01-17 07:42:42+00:00,2025-01-17 07:42:42
10327702,8-Zi Maisonette Wohnung,Entire home/apt,1,95.0,38523573,Thomas,f,2025-01-17 07:24:49+00:00,2025-01-17 07:24:49
40701510,Cosy and loved in the heart of Schöneberg,Private room,5,35.0,159639261,Alex,f,2025-01-17 07:19:10+00:00,2025-01-17 07:19:10
33210521,Cosy and clean apartment in the city center,Entire home/apt,3,85.0,198404989,Karina,f,2025-01-17 06:58:20+00:00,2025-01-17 06:58:20
52180623,NuWave Hotel Berlin - Superior Double Room,Private room,1,101.0,421557030,,,2025-01-17 06:56:07+00:00,2025-01-17 06:56:07
36386490,Loft direct on water in Berlin Köpenick,Entire home/apt,179,50.0,716475,Hanya,f,2025-01-17 06:28:50+00:00,2025-01-17 06:28:50
40606989,2 Bedroom Flat near Mauerpark in Central Berlin,Entire home/apt,5,75.0,77522210,Chloe,f,2025-01-17 06:27:31+00:00,2025-01-17 06:27:31
20108988,Stunning home in Berlin-Köpenick with Sauna and 3 Bedrooms,Entire home/apt,28,113.0,141539959,,,2025-01-17 06:25:44+00:00,2025-01-17 06:25:44
52102591,WINTERFELDSTRASSE LUXURY APARTMENTS,Entire home/apt,1,638.0,413176292,,,2025-01-17 05:38:08+00:00,2025-01-17 05:38:08
52604282,SUNNY ON HISTORICAL KARL-MARX-ALLEE,Entire home/apt,92,70.0,5021050,Natalie,f,2025-01-17 05:32:29+00:00,2025-01-17 05:32:29
45274790,Cozy room in Berlin,Private room,2,1000.0,361836933,,,2025-01-17 05:27:56+00:00,2025-01-17 05:27:56
42149064,Luxuriöse 2 Zimmer Appartement,Entire home/apt,2,149.0,297937835,Van Minh,f,2025-01-17 05:04:15+00:00,2025-01-17 05:04:15
50430676,Magnifique chambre lumineuse - centre de Berlin,Private room,3,80.0,7285808,Sefana,f,2025-01-17 04:59:54+00:00,2025-01-17 04:59:54
41611703,Modern Living,Entire home/apt,30,75.0,192200150,,,2025-01-17 04:44:56+00:00,2025-01-17 04:44:56
3600046,Wohnung zu vermieten,Entire home/apt,1,100.0,18137976,Ines,f,2025-01-17 04:44:07+00:00,2025-01-17 04:44:07
22323421,Cosy Place in Heart of Friedrichshain,Entire home/apt,4,200.0,102047176,Alex,f,2025-01-17 04:04:26+00:00,2025-01-17 04:04:26
43554719,"Comfort Zimmer 18 m², 20 m²",Private room,1,96.0,304493323,,,2025-01-17 04:02:25+00:00,2025-01-17 04:02:25
51689637,Spacious well located apartment in Charlottenburg,Private room,7,50.0,69245029,Ade,f,2025-01-17 03:58:01+00:00,2025-01-17 03:58:01
43184193,Room in a new Building central close to TU:Berlin,Private room,93,40.0,340007871,,,2025-01-17 03:55:34+00:00,2025-01-17 03:55:34
5349843,Huge Room in Trendy Neukoelln,Private room,1,41.0,17807206,Fiona,f,2025-01-17 03:46:36+00:00,2025-01-17 03:46:36
43174756,Wohnung für Minimalisten im Literatenviertel,Entire home/apt,5,40.0,182263499,Martin,f,2025-01-17 03:32:03+00:00,2025-01-17 03:32:03
48050939,Alte Feuerwache Berlin - Standard Single Room,Private room,1,60.0,386848467,,,2025-01-17 03:21:05+00:00,2025-01-17 03:21:05
9609423,Möbliertes 20m² Zimmer,Private room,1,17.0,49721186,Christian,f,2025-01-17 02:20:41+00:00,2025-01-17 02:20:41
21665811,Big room next to Treptower park,Private room,25,20.0,157696761,Daniel,f,2025-01-17 02:11:21+00:00,2025-01-17 02:11:21
39980240,Berlin erleben!,Shared room,1,40.0,54782146,Mahdi,f,2025-01-17 02:07:13+00:00,2025-01-17 02:07:13
40778060,MODERN APARTMENT IN BERLIN LICHTENBERG,Entire home/apt,2,141.0,316803972,Dajana,f,2025-01-17 01:22:42+00:00,2025-01-17 01:22:42
22933317,Nice Apartment in the center of Schöneberg,Entire home/apt,1,22.0,8792609,,,2025-01-17 01:14:50+00:00,2025-01-17 01:14:50
6558544,Beautiful flat in the center,Entire home/apt,1,399.0,34299847,David,f,2025-01-17 01:04:49+00:00,2025-01-17 01:04:49
35376292,Schön 2-Raum Wohnung mit 58qm und Balkon in Berlin,Entire home/apt,5,90.0,76959766,Tomi,f,2025-01-17 00:49:40+00:00,2025-01-17 00:49:40
40676062,Wunderschöne Wohnung im Herzen Berlins.,Entire home/apt,7,32.0,315582894,Katrin,f,2025-01-17 00:47:51+00:00,2025-01-17 00:47:51
12349925,Sunny and quiet studio near Kudamm,Entire home/apt,90,26.0,1574908,,,2025-01-17 00:13:07+00:00,2025-01-17 00:13:07
9250150,2 Zimmer Apartment nahe Arcaden,Entire home/apt,60,69.0,8912086,,,2025-01-17 00:03:36+00:00,2025-01-17 00:03:36
41178509,Cozy room in the heart of Friedrichshain,Private room,2,65.0,322819820,Yujing,f,2025-01-16 23:43:58+00:00,2025-01-16 23:43:58
20613393,Berlin with Family,Entire home/apt,3,99.0,147333604,B,f,2025-01-16 23:19:41+00:00,2025-01-16 23:19:41
24662962,Holidays in the heart of East Berlin,Entire home/apt,6,99.0,5237204,Chri,f,2025-01-16 23:16:51+00:00,2025-01-16 23:16:51
36438388,Central Berlin | architects apartment,Entire home/apt,4,127.0,37267757,Nikolas,f,2025-01-16 23:15:16+00:00,2025-01-16 23:15:16
21392059,"Quiet, Sunny, and Spacious in Friedrichshain",Entire home/apt,5,150.0,12786085,Lydia,f,2025-01-16 22:55:09+00:00,2025-01-16 22:55:09
16285617,2-Room Apartment with Balcony in Kreuzberg,Entire home/apt,6,55.0,63019606,Lexa,f,2025-01-16 22:36:49+00:00,2025-01-16 22:36:49
44473402,Bright and cozy room in a peaceful area of Berlin,Private room,3,35.0,109155992,Emrah,f,2025-01-16 22:29:23+00:00,2025-01-16 22:29:23
43381676,Big appartment with balcony,Entire home/apt,6,32.0,333981476,Jonathan,f,2025-01-16 22:24:57+00:00,2025-01-16 22:24:57
47112187,Sir Savigny,Hotel room,1,0.0,380683890,Sircle,f,2025-01-16 21:33:21+00:00,2025-01-16 21:33:21
45066365,Former artist studio in the heart of Kreuzberg,Entire home/apt,3,80.0,15005811,Annabelle,f,2025-01-16 21:07:24+00:00,2025-01-16 21:07:24
24273079,Bambushaus / Teehaus Kellinghusen,Private room,1,201.0,112519239,Ka Wing,f,2025-01-16 21:05:46+00:00,2025-01-16 21:05:46
28879433,Deluxe Room In The Center Of West Berlin,Hotel room,1,425.0,212377709,,,2025-01-16 21:05:18+00:00,2025-01-16 21:05:18
11539739,Perfect room for couples,Private room,1,20.0,16410152,Fırat,f,2025-01-16 20:56:38+00:00,2025-01-16 20:56:38
33371678,Bright and simple room in beautiful Altbau flat,Private room,7,25.0,3194985,,,2025-01-16 20:41:14+00:00,2025-01-16 20:41:14
40583998,Cozy 2-room apartment at Schillerkiez (Neukölln),Entire home/apt,4,80.0,68033150,,,2025-01-16 20:21:35+00:00,2025-01-16 20:21:35
24912243,Berliner Wohnung im Wedding,Private room,2,35.0,188345028,Ella,f,2025-01-16 20:11:37+00:00,2025-01-16 20:11:37
41061733,Beautiful & calm apartment with huge balcony,Entire home/apt,5,100.0,27793478,,,2025-01-16 20:10:10+00:00,2025-01-16 20:10:10
42749978,"2-Raum Erdgeschoss ""Breezy Garden"", 51 qm",Entire home/apt,7,167.0,335573202,,,2025-01-16 19:39:33+00:00,2025-01-16 19:39:33
51415651,"Einzelzimmer ""Single""",Private room,1,138.0,415771368,,,2025-01-16 19:19:36+00:00,2025-01-16 19:19:36
28430127,Sonniges Zimmer in Friedrichshain,Private room,17,30.0,22978707,Samuel,f,2025-01-16 18:50:30+00:00,2025-01-16 18:50:30
50245530,Gemütliche Dachgeschosswohnung im Grünen,Entire home/apt,3,55.0,53491919,Silvana,f,2025-01-16 18:48:54+00:00,2025-01-16 18:48:54
16672140,"private room + shared spaces, apartment kreuzberg",Private room,1,42.0,47128495,Jonas,f,2025-01-16 18:47:30+00:00,2025-01-16 18:47:30
52020329,THE DUDE by Charly - Cosy Double Room,Entire home/apt,1,140.0,421235453,,,2025-01-16 18:31:04+00:00,2025-01-16 18:31:04
46868428,"Ruhige, gemütliche Familiewohnung in Berlin Mitte.",Entire home/apt,7,40.0,145003509,Maiara,f,2025-01-16 18:25:01+00:00,2025-01-16 18:25:01
40328086,Special*23 sqm*Art*Asian Antiques*Balkony*quiet,Private room,2,47.0,52064539,Isa,f,2025-01-16 18:22:09+00:00,2025-01-16 18:22:09
11322988,Eine idyllische 2-Zi Wohnung,Entire home/apt,1,60.0,27126255,Anna,f,2025-01-16 18:13:19+00:00,2025-01-16 18:13:19
10485258,Large modern flat- Treptow/Neukölln,Entire home/apt,1,45.0,3283542,Yarin,f,2025-01-16 17:59:08+00:00,2025-01-16 17:59:08
447524,City apartment at the Ku`damm,Entire home/apt,1,28.0,901878,H.,f,2025-01-16 17:53:56+00:00,2025-01-16 17:53:56
31281812,Room in Neukölln,Private room,10,22.0,4222180,,,2025-01-16 17:51:31+00:00,2025-01-16 17:51:31
51448534,Spectacular penthouse terrace+elevator in Berlin,Entire home/apt,28,175.0,1122141,,,2025-01-16 17:48:11+00:00,2025-01-16 17:48:11
52377197,NuWave Hotel Berlin - Comfort Quadruple Room,Private room,1,159.0,421557030,,,2025-01-16 17:43:01+00:00,2025-01-16 17:43:01
