listing_id,listing_name,room_type,minimum_nights,price,host_id,host_name,is_superhost,created_at,updated_at
28879435,Grand Deluxe Room In The Center Of West Berlin,Hotel room,1,425.0,212377709,,,2025-01-16 16:59:49+00:00,2025-01-16 16:59:49
9966384,Silvester in Berlin Friedrichshain!,Entire home/apt,1,70.0,21669155,Coco,f,2025-01-16 16:36:24+00:00,2025-01-16 16:36:24
52270648,Traumhafte Wohnung in Berlin-Mitte nähe Mauerpark,Entire home/apt,30,69.0,337663510,Melanie,f,2025-01-16 16:24:32+00:00,2025-01-16 16:24:32
40885586,Göthe Str 7a Berlin Souterrain 4 Personen ca 100qm,Entire home/apt,7,60.0,20608248,,,2025-01-16 16:05:19+00:00,2025-01-16 16:05:19
50953803,Ruhige helle Wohnung in Berlin Neukölln,Entire home/apt,12,40.0,150690907,Mara,f,2025-01-16 15:42:07+00:00,2025-01-16 15:42:07
8533526,BIG and CALM STUDIO,Entire home/apt,1,45.0,16876647,David,f,2025-01-16 15:39:57+00:00,2025-01-16 15:39:57
19222541,Central Apt at Graefekiez (Kreuzberg),Entire home/apt,7,75.0,127670604,,,2025-01-16 15:33:47+00:00,2025-01-16 15:33:47
10979941,Furnished Room Near EastSideGallery,Private room,1,22.0,19362010,Jai,f,2025-01-16 15:18:02+00:00,2025-01-16 15:18:02
48369832,App nah am Tegelersee,Entire home/apt,4,119.0,352901812,Helena,f,2025-01-16 14:46:27+00:00,2025-01-16 14:46:27
9877012,Big bedroom in the heart of Berlin,Private room,5,22.0,50821931,Gabriel,f,2025-01-16 14:41:47+00:00,2025-01-16 14:41:47
46850901,The Funky district Where all the Cultures meets,Private room,7,25.0,147499255,Diana,f,2025-01-16 14:33:58+00:00,2025-01-16 14:33:58
6098598,Cozy Garden Appartment in Center,Entire home/apt,7,45.0,14917695,Peter,f,2025-01-16 14:27:15+00:00,2025-01-16 14:27:15
3930767,Cosy little flat with balcony in Moabit,Entire home/apt,7,40.0,6267519,Christopher,f,2025-01-16 14:21:11+00:00,2025-01-16 14:21:11
50559945,Doppelzimmer-Sparfuchs (Raucher) für 1 Person,Private room,1,82.0,407045830,,,2025-01-16 14:05:26+00:00,2025-01-16 14:05:26
9804273,"Ruhig, kompakte Wohnung mit Balkon",Entire home/apt,1,25.0,11662035,Maxim,f,2025-01-16 13:47:49+00:00,2025-01-16 13:47:49
43247575,aletto Hotel Kudamm,Hotel room,1,0.0,312172749,Aletto Hotel Kudamm,f,2025-01-16 13:37:39+00:00,2025-01-16 13:37:39
21905096,Gemütliches Zimmer in Neukölln,Private room,2,58.0,37211535,Rachel,f,2025-01-16 13:37:16+00:00,2025-01-16 13:37:16
51082687,Close to Alexander Platz,Entire home/apt,1,80.0,262470855,Marta,f,2025-01-16 13:16:42+00:00,2025-01-16 13:16:42
1269149,"Room in Berlin, close to center",Private room,8,12.0,2692472,Ιάσων,f,2025-01-16 13:16:29+00:00,2025-01-16 13:16:29
42246071,"Simple, warm and cosy",Entire home/apt,3,100.0,18314951,Camille,f,2025-01-16 13:15:38+00:00,2025-01-16 13:15:38
51751556,Berlin Prenzlauer Berg Apartment.,Private room,5,50.0,205705714,Natalie,f,2025-01-16 13:14:55+00:00,2025-01-16 13:14:55
6932886,Apartment by East Side Gallery,Entire home/apt,1,60.0,35120985,Ta,f,2025-01-16 13:13:19+00:00,2025-01-16 13:13:19
20569242,Magic Studio,Entire home/apt,1,40.0,146921416,Josef,f,2025-01-16 13:11:02+00:00,2025-01-16 13:11:02
13304880,Huge sunny room in lovely Berlin!,Shared room,3,39.0,75158426,Florian,f,2025-01-16 12:36:21+00:00,2025-01-16 12:36:21
46270493,Super Stylish Flat in Berlin's most popular area,Entire home/apt,90,140.0,351952364,,,2025-01-16 11:21:26+00:00,2025-01-16 11:21:26
6098801,"Nice, bright room in PBerg",Private room,1,25.0,31647635,Charlotte,f,2025-01-16 11:20:22+00:00,2025-01-16 11:20:22
33846826,Wohnung im Grünen in Berlin Dahlem,Entire home/apt,1,35.0,25188349,Tobias,f,2025-01-16 11:09:11+00:00,2025-01-16 11:09:11
52381148,bedroom + private bathroom  in hip Friedrichshain,Private room,1,120.0,45719851,Julia,f,2025-01-16 11:09:02+00:00,2025-01-16 11:09:02
15160364,Huge Room - Best location for real Berlin,Private room,2,26.0,28285870,Justin,f,2025-01-16 10:25:56+00:00,2025-01-16 10:25:56
52715983,Cosy 2-room Artists Flat in Friedrichshain,Entire home/apt,4,99.0,11716605,Adelina,f,2025-01-16 10:10:55+00:00,2025-01-16 10:10:55
13869282,Altbauwohnung mit 2 Zimmern direkt am Hermannplatz,Private room,1,80.0,3669572,Anna,f,2025-01-16 10:07:20+00:00,2025-01-16 10:07:20
42912684,Toplage in Berlin Charlottenburg!,Entire home/apt,92,65.0,339625555,,,2025-01-16 09:52:53+00:00,2025-01-16 09:52:53
31442082,Tolle Wohnung für Berüfstätige oder Pärchen,Entire home/apt,184,45.0,235520461,Ralf,f,2025-01-16 09:45:30+00:00,2025-01-16 09:45:30
38828617,Coesy room in Kreuzberg!,Private room,4,50.0,86266053,,,2025-01-16 09:24:43+00:00,2025-01-16 09:24:43
43740730,Big 3-room apartment in Friedrichshain,Entire home/apt,3,100.0,15855118,Stinne Maria,f,2025-01-16 08:45:53+00:00,2025-01-16 08:45:53
5727201,Cosy room in lively Neukolln,Private room,1,38.0,9964887,Ella,f,2025-01-16 08:42:20+00:00,2025-01-16 08:42:20
51721500,Einzel-appartement in Potsdamer Platz,Entire home/apt,3,64.0,419013732,Alfouad,f,2025-01-16 08:12:03+00:00,2025-01-16 08:12:03
48087572,Alte Feuerwache Berlin - Standard Double or Twin Room,Private room,1,72.0,386848467,,,2025-01-16 07:59:53+00:00,2025-01-16 07:59:53
46769321,Berlin Art Creative Room,Private room,1,124.0,24864601,Manaf,f,2025-01-16 07:53:30+00:00,2025-01-16 07:53:30
32335706,Wunderschöne Altbauwohnung 65m2,Entire home/apt,14,80.0,35630833,Sylvia,f,2025-01-16 07:39:24+00:00,2025-01-16 07:39:24
18115414,"2 Zimmerwohnung in Pankow, ideal für Pärchen",Entire home/apt,3,27.0,73828853,Moritz,f,2025-01-16 07:32:38+00:00,2025-01-16 07:32:38
19190445,Very central place in heart of Wedding,Entire home/apt,1,65.0,132302162,Khaled,f,2025-01-16 07:30:11+00:00,2025-01-16 07:30:11
9150987,Cozy big room in kreuzberg/neukölln,Private room,5,25.0,47554561,Robert,f,2025-01-16 07:20:22+00:00,2025-01-16 07:20:22
40650136,"Cozy, comfort and modern apartment! BILLS INCLUDED",Entire home/apt,100,860.0,271714786,Celio,f,2025-01-16 07:19:01+00:00,2025-01-16 07:19:01
8568509,Flat with balcony in Wedding,Entire home/apt,1,46.0,36364923,Ma,f,2025-01-16 07:00:41+00:00,2025-01-16 07:00:41
52821368,Shabby Chic +Self Check-In +Free Street Parking,Entire home/apt,1,72.0,125847915,,,2025-01-16 06:42:48+00:00,2025-01-16 06:42:48
17281581,Cozy and Spacious room in Nollendorfstraße,Private room,1,60.0,46279782,Nash,f,2025-01-16 06:34:20+00:00,2025-01-16 06:34:20
35365136,Empty flat with timber floor and balcony,Entire home/apt,13,25.0,142948812,Ali,f,2025-01-16 06:24:19+00:00,2025-01-16 06:24:19
51717733,Übernachtungsmöglichkeit im familiären Pankow,Shared room,1,45.0,115472189,Rouven,f,2025-01-16 06:04:23+00:00,2025-01-16 06:04:23
52848095,Apartment zentral in Berlin bis 2 Pers./Townster,Entire home/apt,1,150.0,340486611,,,2025-01-16 05:52:41+00:00,2025-01-16 05:52:41
19827109,Multipler Co-Writing Space + Übernachtung 1 Person,Shared room,1,190.0,31217613,,,2025-01-16 05:46:13+00:00,2025-01-16 05:46:13
42585950,Berlin Prenzlauer Berg - Lovely and  Cozy Room,Private room,6,30.0,85312132,Sophie,f,2025-01-16 05:26:34+00:00,2025-01-16 05:26:34
16744376,Gemütliches Berliner Altbauzimmer in Schöneberg,Private room,7,25.0,36784064,Mäwia,f,2025-01-16 05:05:59+00:00,2025-01-16 05:05:59
46064466,Bright & modern cozy studio on Kastanienallee,Entire home/apt,30,55.0,697166,Anton,f,2025-01-16 05:04:16+00:00,2025-01-16 05:04:16
10049057,Cosy and spacious room,Private room,1,30.0,33803398,,,2025-01-16 04:53:01+00:00,2025-01-16 04:53:01
52252898,3BR +big kitchen +A/C +SelfCheckIn +Street Parking,Entire home/apt,1,129.0,164656783,,,2025-01-16 04:21:32+00:00,2025-01-16 04:21:32
9694278,Large room in Friedrichshain,Private room,8,35.0,44108734,Emma,f,2025-01-16 04:16:45+00:00,2025-01-16 04:16:45
32534334,Beautiful family apartment with a sunny terrace,Entire home/apt,30,52.0,8329189,Thomas,f,2025-01-16 04:00:24+00:00,2025-01-16 04:00:24
26186816,Axel Single Room at Axel Hotel Berlin,Hotel room,1,105.0,98159395,,,2025-01-16 03:30:27+00:00,2025-01-16 03:30:27
26767873,Berlin Wohnung / Kreuzberg / Görlitzer Bahnhof,Entire home/apt,3,75.0,3282971,Sarah,f,2025-01-16 02:31:26+00:00,2025-01-16 02:31:26
40745724,Cozy single room in shared flat,Private room,2,30.0,116736663,Coline,f,2025-01-16 02:11:14+00:00,2025-01-16 02:11:14
14440109,Bright apartment in the heart of Rixdorf,Entire home/apt,2,35.0,16288216,Alex,f,2025-01-16 02:09:47+00:00,2025-01-16 02:09:47
43670826,Lichtdurchflutete Wohnung zentralen Punkt  Berlins,Entire home/apt,3,80.0,348779246,Selvi,f,2025-01-16 01:47:58+00:00,2025-01-16 01:47:58
5875924,"Room in Neukolln, Berlin",Private room,1,25.0,30513815,Anonymous,t,2025-01-16 00:34:53+00:00,2025-01-16 00:34:53
5803041,Gartenwohnung im Friedrichshain,Entire home/apt,1,200.0,30106645,Gero,f,2025-01-16 00:32:34+00:00,2025-01-16 00:32:34
14778401,Green Apartment,Entire home/apt,60,32.0,5245778,,,2025-01-16 00:27:11+00:00,2025-01-16 00:27:11
21627485,Berlin Stralau: ruhige zentrale Garten-Whg 70qm,Entire home/apt,14,40.0,5226014,Aline,f,2025-01-16 00:10:08+00:00,2025-01-16 00:10:08
38585015,"Amazing apartment in Berlin-Bohnsdorf with Sauna, WiFi and 1 Bedrooms",Entire home/apt,28,52.0,141545714,Novasol,f,2025-01-16 00:00:17+00:00,2025-01-16 00:00:17
11269335,Quiet & sunny room with balcony in Neukölln,Private room,2,55.0,24497738,Simon,f,2025-01-15 23:22:22+00:00,2025-01-15 23:22:22
9469485,Best Kreuzkölln@River Canal,Entire home/apt,120,58.0,24059884,Juliane,f,2025-01-15 23:05:10+00:00,2025-01-15 23:05:10
45525090,Ocak Hotel - Superior Zimmer mehr Platz zum wohnen,Private room,1,154.0,368544059,,,2025-01-15 22:50:26+00:00,2025-01-15 22:50:26
42716351,Kreuzberg - BerlinMall- in the heart of the City,Private room,1,47.0,13055420,Nicolas,f,2025-01-15 22:30:11+00:00,2025-01-15 22:30:11
18298702,Apartment in the heart of berlin,Entire home/apt,14,80.0,45151605,Maike,f,2025-01-15 22:24:31+00:00,2025-01-15 22:24:31
25284507,Apartment Duo Komfort B0.13  6N14S · Apartment Duo Komfort B0.13  6N14S · Apartment Duo Komfort for 3 persons,Entire home/apt,6,120.0,71613847,,,2025-01-15 21:40:58+00:00,2025-01-15 21:40:58
9692035,W10,Private room,1,20.0,50056316,,,2025-01-15 21:34:53+00:00,2025-01-15 21:34:53
9880483,Charming Altbau in Prenzlauer Berg,Entire home/apt,6,90.0,32299,Simon,f,2025-01-15 21:27:50+00:00,2025-01-15 21:27:50
48665452,kultiger Camper im Herzen Berlins,Entire home/apt,1,38.0,392608800,Anna,f,2025-01-15 21:27:31+00:00,2025-01-15 21:27:31
20359070,Spacious 19th cent apartment facing beautiful park,Entire home/apt,60,249.0,1030258,Jakob,f,2025-01-15 21:21:04+00:00,2025-01-15 21:21:04
48086276,Alte Feuerwache Berlin - Standard Double or Twin Room,Private room,1,72.0,386848467,,,2025-01-15 20:51:00+00:00,2025-01-15 20:51:00
47269855,Berlin Ausgezeichnet möbliertes Privatzimmer zentr,Private room,1,131.0,284817458,,,2025-01-15 20:41:10+00:00,2025-01-15 20:41:10
11883697,"Big sunny room, nice flatmates",Private room,3,20.0,63367802,Moritz,f,2025-01-15 20:38:26+00:00,2025-01-15 20:38:26
26156338,Sunny Rooftop Apartment in Mitte -best SkylineView,Entire home/apt,21,120.0,11649536,,,2025-01-15 20:25:15+00:00,2025-01-15 20:25:15
44453937,Studio nahe Hauptbahnhof exkl. für Geschäftsleute,Private room,30,32.0,4023263,,,2025-01-15 20:23:17+00:00,2025-01-15 20:23:17
31112236,Cozy Flat right in the Heart of Neukoelln.,Entire home/apt,3,120.0,45352166,Katharina,f,2025-01-15 20:18:47+00:00,2025-01-15 20:18:47
52235699,Schönes helles Zimmer im besten Kiez von Kreuzberg,Private room,4,45.0,6584851,,,2025-01-15 20:03:29+00:00,2025-01-15 20:03:29
6652940,Sonnenallee  83 Neukölln,Entire home/apt,1,65.0,34821755,Leif,f,2025-01-15 19:15:44+00:00,2025-01-15 19:15:44
6364954,Charming flat in Berlin Schöneberg,Private room,1,50.0,11805050,Lea,f,2025-01-15 18:52:37+00:00,2025-01-15 18:52:37
51913271,Sunny duplex apartment on northern Friedrichstraße,Entire home/apt,30,110.0,12362846,Rosbeh,f,2025-01-15 18:51:57+00:00,2025-01-15 18:51:57
52889090,Loft Apart +A/C +SelfCheck-In +Free Street Parking,Entire home/apt,1,98.0,125847915,,,2025-01-15 18:37:52+00:00,2025-01-15 18:37:52
51885885,Futon Beds B and B in the heart of Berlin,Private room,1,45.0,10367336,Kamil,f,2025-01-15 18:16:08+00:00,2025-01-15 18:16:08
52290592,Stylish 2 bed in the heart of Prenzlauerberg,Entire home/apt,7,151.0,32767221,,,2025-01-15 18:11:28+00:00,2025-01-15 18:11:28
9919533,Cute flat for max 3 persons,Entire home/apt,1,35.0,22836752,Josi,f,2025-01-15 17:43:31+00:00,2025-01-15 17:43:31
51051504,Schöne Wohnung im Schillerkiez,Entire home/apt,2,55.0,2952669,Hannah,f,2025-01-15 17:39:53+00:00,2025-01-15 17:39:53
42704801,Sonnige 2 Zimmer Wohnung im Grünen,Entire home/apt,2,39.0,7575304,Mona,f,2025-01-15 17:35:42+00:00,2025-01-15 17:35:42
22613834,Villa Kunterbunt,Private room,1,35.0,166423400,Gvantsa,f,2025-01-15 17:33:45+00:00,2025-01-15 17:33:45
44525459,110qm Executive Apartment near Museumsinsel,Entire home/apt,50,120.0,22319933,Christian,f,2025-01-15 17:08:55+00:00,2025-01-15 17:08:55
48708650,Modern bright apartment in Prenzlauer Berg,Entire home/apt,5,63.0,392512441,Jeannine,f,2025-01-15 16:45:55+00:00,2025-01-15 16:45:55
28732723,"Süsse 1-Raumwohnung, 45 m2",Entire home/apt,6,104.0,24930281,Wula,f,2025-01-15 16:30:31+00:00,2025-01-15 16:30:31
40030018,Green Room in shared apartment in Neukölln ♡,Private room,2,50.0,66352019,Liubov,f,2025-01-15 16:24:03+00:00,2025-01-15 16:24:03
49106605,Private room,Shared room,7,29.0,267172624,,,2025-01-15 16:19:58+00:00,2025-01-15 16:19:58
13340349,Bright room in Mitte,Private room,10,21.0,75559255,Luise,f,2025-01-15 16:00:21+00:00,2025-01-15 16:00:21
11563143,Flatshare 70m2 in Fhain,Private room,4,20.0,61060190,Romain,f,2025-01-15 15:37:23+00:00,2025-01-15 15:37:23
49120997,Charming and sunny apartment with balcony,Entire home/apt,2,60.0,91457234,Ella,f,2025-01-15 15:09:30+00:00,2025-01-15 15:09:30
52220600,"Bestlage in Mitte, großes Apartment bis zu 7 Pax",Entire home/apt,1,179.0,216855948,,,2025-01-15 15:04:07+00:00,2025-01-15 15:04:07
30342869,Huge classic berlin apartment with beamer and TV,Entire home/apt,7,50.0,227835898,Zviad,f,2025-01-15 14:53:28+00:00,2025-01-15 14:53:28
42108039,Bright Apartment close to Kurfürstendamm,Entire home/apt,3,85.0,137948494,Salina,f,2025-01-15 14:24:08+00:00,2025-01-15 14:24:08
32813793,Beautiful Flat in central & prime location,Entire home/apt,60,80.0,18483802,Kiki,f,2025-01-15 14:23:39+00:00,2025-01-15 14:23:39
42633567,"2-Raum Apartment ""City Nature"", 51 qm",Entire home/apt,7,229.0,210700814,,,2025-01-15 13:41:18+00:00,2025-01-15 13:41:18
9889157,Large and bright room w/ balcony,Private room,4,25.0,2414122,Manuel,f,2025-01-15 12:44:22+00:00,2025-01-15 12:44:22
52767164,Schönes Studio Apartment,Entire home/apt,1,43.0,426802817,,,2025-01-15 12:43:59+00:00,2025-01-15 12:43:59
45986972,Central Room in the heart of Berlin,Private room,7,35.0,13497890,Nadia,f,2025-01-15 12:33:00+00:00,2025-01-15 12:33:00
21846556,Double bed in Prenzauler Allee,Private room,2,25.0,26176881,,,2025-01-15 12:31:24+00:00,2025-01-15 12:31:24
42506165,Sunny apartment in Kreuzberg,Entire home/apt,90,85.0,12046288,Anita,f,2025-01-15 12:14:35+00:00,2025-01-15 12:14:35
39502939,City-Apartment Kurfürstendamm,Entire home/apt,2,103.0,221731912,Annika,f,2025-01-15 11:54:58+00:00,2025-01-15 11:54:58
46352979,Modern Living in the Heart of Berlin with Garden,Entire home/apt,30,90.0,3248348,Mariya,f,2025-01-15 11:44:54+00:00,2025-01-15 11:44:54
48087061,Alte Feuerwache Berlin - Standard Double or Twin Room,Private room,1,72.0,386848467,,,2025-01-15 11:29:28+00:00,2025-01-15 11:29:28
49221673,Flat in new building in beautiful Prenzlauer Berg,Entire home/apt,14,50.0,239572037,Ana,f,2025-01-15 11:27:26+00:00,2025-01-15 11:27:26
10002922,Sehr zentrale Wohnung in Berlin,Entire home/apt,1,52.0,45848709,Belinda,f,2025-01-15 11:18:24+00:00,2025-01-15 11:18:24
6758818,Ostbahnhof within 1 Minute Walk,Private room,1,47.0,14405869,Julie,f,2025-01-15 11:00:57+00:00,2025-01-15 11:00:57
19845208,Studio Apartment Zwischen Spree und Wuhlheide,Entire home/apt,1,19.0,64328126,Henriette,f,2025-01-15 10:53:24+00:00,2025-01-15 10:53:24
10079685,Bright & cozy flat in Prenzl Berg,Entire home/apt,1,80.0,51720664,Stefanie,f,2025-01-15 10:40:13+00:00,2025-01-15 10:40:13
5099228,"Schöne, zentrale 2-Zimmerwohnung",Private room,5,41.0,26347897,Inken,f,2025-01-15 10:37:44+00:00,2025-01-15 10:37:44
42097632,Lovely studio apartment in the Heart of Wedding**,Entire home/apt,60,105.0,3868992,,,2025-01-15 09:11:09+00:00,2025-01-15 09:11:09
33114889,"Lovely room in kreuberg/ neukölln, near the canal",Private room,1,40.0,61700071,Data,f,2025-01-15 09:03:12+00:00,2025-01-15 09:03:12
42529930,Prenzl - Coliving in the heart of Prenzlauer Berg,Entire home/apt,183,43.0,338742183,Louise,f,2025-01-15 09:02:07+00:00,2025-01-15 09:02:07
4884448,Beautiful Old-Berlin flat,Entire home/apt,3,35.0,10559337,Maria,f,2025-01-15 08:54:22+00:00,2025-01-15 08:54:22
4065383,Möbliertes 55qm Zimmer in netter 2er Zweck-WG,Private room,90,28.0,876545,Marta,f,2025-01-15 08:31:27+00:00,2025-01-15 08:31:27
42811133,Appartements am Schloss,Entire home/apt,2,100.0,340980455,Appartments,f,2025-01-15 08:30:28+00:00,2025-01-15 08:30:28
28399697,CENTRAL APARTMENT 4PAX K921,Entire home/apt,150,70.0,214403628,,,2025-01-15 08:27:34+00:00,2025-01-15 08:27:34
22023455,"Berlin-Kreuzberg Flat with Style and View, Flat me & myself",Entire home/apt,7,28.0,160823100,GaboTest,f,2025-01-15 08:11:10+00:00,2025-01-15 08:11:10
51056301,In 15 Min. zum Alexanderplatz und nah am Tierpark,Private room,28,99.0,143275455,Eugen,f,2025-01-15 08:10:33+00:00,2025-01-15 08:10:33
23459982,Großes Altbauzimmer nahe Ku'Damm,Private room,7,23.0,128953448,Lew,f,2025-01-15 08:06:04+00:00,2025-01-15 08:06:04
46527396,Authentic Berlin apartment with balcony,Private room,3,40.0,37702973,Alicia,f,2025-01-15 07:52:30+00:00,2025-01-15 07:52:30
11655084,Zimmer 1,Private room,2,140.0,61347438,,,2025-01-15 07:41:11+00:00,2025-01-15 07:41:11
32840262,im Herzen Neuköllns,Private room,3,25.0,35121227,Nora,f,2025-01-15 07:40:51+00:00,2025-01-15 07:40:51
40699332,apartment room in the heart of Neukölln,Entire home/apt,23,52.0,52662658,Andrew,f,2025-01-15 07:23:31+00:00,2025-01-15 07:23:31
44701210,Ferienhaus für 6 Gäste mit 130m² in Berlin (145070),Entire home/apt,1,183.0,238028559,,,2025-01-15 07:05:30+00:00,2025-01-15 07:05:30
12148404,One room in a two rooms apartment,Private room,1,25.0,65226110,Maik,f,2025-01-15 06:58:53+00:00,2025-01-15 06:58:53
40005459,"Comfy, child friendly home full of love for Xmas!",Entire home/apt,10,28.0,23101703,Kay,f,2025-01-15 06:53:38+00:00,2025-01-15 06:53:38
23823848,"Big bedroom in lovely, quiet flat in Tempelhof",Private room,7,30.0,133340583,Roni,f,2025-01-15 06:26:17+00:00,2025-01-15 06:26:17
15494108,Cozy nest in Rosenthalerplatz,Entire home/apt,60,50.0,15997566,,,2025-01-15 05:25:02+00:00,2025-01-15 05:25:02
48988379,Pretty & central room for 2 close to Subway,Private room,14,46.0,108025548,,,2025-01-15 05:15:24+00:00,2025-01-15 05:15:24
50293756,Hübsche 3 Zimmer - Wohnung am Volkspark Prenzlauerberg,Entire home/apt,1,70.0,406120938,Kimberley,f,2025-01-15 05:11:21+00:00,2025-01-15 05:11:21
36532684,Sonniges Zimmer in umzäuntem Garten im Berlingrün,Private room,7,41.0,37428978,,,2025-01-15 05:07:32+00:00,2025-01-15 05:07:32
25436973,"Cheerful and trendy Kreuzkölln, bright + balcony",Entire home/apt,60,40.0,192018470,Flo,f,2025-01-15 05:05:02+00:00,2025-01-15 05:05:02
8031570,Flat Pompidiu for 2-3 weeks in Oct,Entire home/apt,14,24.0,42406759,Sarah,f,2025-01-15 04:52:06+00:00,2025-01-15 04:52:06
23704833,Nice room in an old building in Schöneberg,Private room,5,34.0,177597446,Yvonne,f,2025-01-15 04:50:27+00:00,2025-01-15 04:50:27
11414738,"3 weeks, 2-room flat, 10.03-30.03",Entire home/apt,10,35.0,59933257,Andreas,f,2025-01-15 04:21:34+00:00,2025-01-15 04:21:34
49300477,SCHOENHOUSE by limehome - Standard Suite LT,Entire home/apt,1,115.0,390059085,,,2025-01-15 04:12:05+00:00,2025-01-15 04:12:05
49037980,Bright & central room for 2 near to subway,Private room,14,46.0,108025548,,,2025-01-15 04:01:13+00:00,2025-01-15 04:01:13
50393046,Loft Berlin Mitte,Entire home/apt,90,150.0,716475,Hanya,f,2025-01-15 03:41:02+00:00,2025-01-15 03:41:02
50637191,Cozy Apartment with Balcony in Neukölln,Entire home/apt,1,70.0,47458713,Ayelen,f,2025-01-15 03:38:13+00:00,2025-01-15 03:38:13
49456987,Zentral wohnen in Kudamm-Nähe,Private room,5,50.0,348161152,,,2025-01-15 03:27:04+00:00,2025-01-15 03:27:04
23921666,Friedrichshain-Leben,Private room,1,29.0,166294,Ann-Kristin,f,2025-01-15 03:17:59+00:00,2025-01-15 03:17:59
5887146,2 room top floor flat with terrace,Entire home/apt,14,30.0,20025390,Janine,f,2025-01-15 03:15:07+00:00,2025-01-15 03:15:07
43538286,Family and Friends room 8 Beds,Private room,30,80.0,325537173,,,2025-01-15 03:09:51+00:00,2025-01-15 03:09:51
16826940,"Sunny, quite, private vintage flat/ Prenzelberg",Private room,7,80.0,111970749,Jörg,f,2025-01-15 03:03:34+00:00,2025-01-15 03:03:34
52805285,2 FLATS 4BR 2BTH 2K +Self-Check-In +Street Parking,Entire home/apt,1,169.0,125847915,,,2025-01-15 02:51:24+00:00,2025-01-15 02:51:24
44701173,Ferienhaus für 6 Gäste mit 130m² in Berlin (145052),Entire home/apt,1,183.0,252498808,,,2025-01-15 02:47:16+00:00,2025-01-15 02:47:16
40528600,Seydelstraße 7,Entire home/apt,90,59.0,313797108,,,2025-01-15 02:30:21+00:00,2025-01-15 02:30:21
6499198,Berlin-Charlottenburg 10627,Entire home/apt,3,81.0,33971648,Britt,f,2025-01-15 02:27:47+00:00,2025-01-15 02:27:47
16938875,Cozy room in 75m2 top floor flat in Kreuzberg,Private room,5,25.0,113208327,Gianna,f,2025-01-15 02:15:51+00:00,2025-01-15 02:15:51
50419940,Apartment w. balcony close to Boxhagener Platz,Entire home/apt,6,58.0,276815132,Bryn,f,2025-01-15 01:18:18+00:00,2025-01-15 01:18:18
36795963,Gemütliche 2 zimmer Wohnung,Entire home/apt,22,35.0,276573275,Iman,f,2025-01-15 01:11:55+00:00,2025-01-15 01:11:55
25248959,"2 rooms, up to 4 persons, luxuriously furnished",Entire home/apt,1,880.0,22894989,Nigel,f,2025-01-15 00:57:48+00:00,2025-01-15 00:57:48
30444196,Charming Flat for only ONE mouth,Entire home/apt,29,40.0,228579126,Negin,f,2025-01-15 00:54:26+00:00,2025-01-15 00:54:26
41333651,Large and quite room in east Berlin,Private room,2,24.0,35756433,Guillaume,f,2025-01-15 00:35:12+00:00,2025-01-15 00:35:12
50608385,Big bright room with balcony in shared flat,Private room,7,25.0,18028880,Miri,f,2025-01-15 00:10:41+00:00,2025-01-15 00:10:41
5555097,Berlin Lichtenberg- 18m² ruhe,Private room,2,29.0,28801423,Jan,f,2025-01-15 00:01:49+00:00,2025-01-15 00:01:49
24886430,Lovely room in the heart of Berlin,Private room,3,25.0,7715690,Hoai,f,2025-01-14 23:59:19+00:00,2025-01-14 23:59:19
20827309,"Cosy, light-flooded apartment with high ceilings",Entire home/apt,1,80.0,62303873,Luisa,f,2025-01-14 23:48:56+00:00,2025-01-14 23:48:56
5854717,2 Zi-Whg. mit Altbau-Charme,Entire home/apt,2,50.0,30399447,Julia,f,2025-01-14 23:47:04+00:00,2025-01-14 23:47:04
9109921,Modernisierte Remise in Alt-Treptow,Entire home/apt,3,72.0,47479755,Katja,f,2025-01-14 23:01:31+00:00,2025-01-14 23:01:31
45875470,EINZELZIMMER STANDARD,Private room,1,91.0,371892297,,,2025-01-14 22:35:18+00:00,2025-01-14 22:35:18
40633924,100m² Bungalow mit Terrasse am Kanal in Kreuzberg,Entire home/apt,3,129.0,27453143,Mia,f,2025-01-14 22:34:28+00:00,2025-01-14 22:34:28
9731416,Exclusive flat in Berlin CityCentre,Entire home/apt,5,99.0,50214277,Giuseppe,f,2025-01-14 22:31:17+00:00,2025-01-14 22:31:17
37630683,Dreamy big room in beautiful flat,Private room,10,38.0,189137873,Leticia,f,2025-01-14 22:28:54+00:00,2025-01-14 22:28:54
42269923,"2-Raum Erdgeschoss ""Breezy Garden"", 51 qm",Entire home/apt,2,200.0,335573202,,,2025-01-14 22:22:53+00:00,2025-01-14 22:22:53
21220761,"Spacious, cosy room with balcony in Friedrichshain",Private room,3,40.0,118543115,Carolin,f,2025-01-14 21:52:55+00:00,2025-01-14 21:52:55
52646436,THE DUDE by Charly - Comfy Double room,Entire home/apt,1,154.0,421235453,,,2025-01-14 21:48:15+00:00,2025-01-14 21:48:15
49579173,Luxuriöse Maisonette in Berlin-Mitte mit Parkplatz,Entire home/apt,7,195.0,203997165,Osman,f,2025-01-14 21:44:52+00:00,2025-01-14 21:44:52
1278375,Skandinavisk & Industritysk lgh,Entire home/apt,1,120.0,1179162,Anna,f,2025-01-14 21:36:03+00:00,2025-01-14 21:36:03
36599333,2-bedroom apartment in trendy neighbourhood,Entire home/apt,30,40.0,20718415,Ricardo,f,2025-01-14 21:34:34+00:00,2025-01-14 21:34:34
10932482,Sewanstrasse,Private room,7,13.0,56679285,Sagar,f,2025-01-14 21:16:50+00:00,2025-01-14 21:16:50
