listing_id,listing_name,room_type,minimum_nights,host_id,price,created_at,updated_at,hour_partition
45501555,"Sunny, Quiet Studio Loft in Prenzlauerberg",Entire home/apt,1,28274520,85.0,2025-01-18 15:08:20+00:00,2025-01-18 15:08:20+00:00,2025-01-18 15:00:00+00:00
52332750,Bright and spacious apartment in Friedrichshain,Entire home/apt,2,41053818,80.0,2025-01-18 14:54:35+00:00,2025-01-18 14:54:35+00:00,2025-01-18 14:00:00+00:00
51963334,Super Saver Studio 20N · Super Saver Studio 20N · Günstiger Start in Berlin: Super Saver Studio,Entire home/apt,20,71613847,48.0,2025-01-18 14:53:02+00:00,2025-01-18 14:53:02+00:00,2025-01-18 14:00:00+00:00
44566079,"Modernes 2,5 Zimmer Erdgeschoss-Apartment-Neubau",Entire home/apt,29,8912086,99.0,2025-01-18 14:44:34+00:00,2025-01-18 14:44:34+00:00,2025-01-18 14:00:00+00:00
52819429,FAMILY@Mauerpark +SelfCheckIn +Street Parking,Entire home/apt,1,125847915,106.0,2025-01-18 14:43:33+00:00,2025-01-18 14:43:33+00:00,2025-01-18 14:00:00+00:00
19479221,Private Room,Private room,2,2877982,59.0,2025-01-18 14:06:11+00:00,2025-01-18 14:06:11+00:00,2025-01-18 14:00:00+00:00
20081217,Schniekes Zimmer im Rigaerkiez!,Private room,3,21547435,32.0,2025-01-18 13:58:53+00:00,2025-01-18 13:58:53+00:00,2025-01-18 13:00:00+00:00
27011860,LOFT HOTEL BIG MAMA,Private room,1,84251083,131.0,2025-01-18 13:42:42+00:00,2025-01-18 13:42:42+00:00,2025-01-18 13:00:00+00:00
40819056,Clean and nice flat in Neukölln / myabachufer,Shared room,1,214951099,50.0,2025-01-18 13:19:03+00:00,2025-01-18 13:19:03+00:00,2025-01-18 13:00:00+00:00
37548979,Charming flat next to Gesundbrunnen,Entire home/apt,14,53158363,65.0,2025-01-18 13:12:45+00:00,2025-01-18 13:12:45+00:00,2025-01-18 13:00:00+00:00
14173499,Grüne Stadtoase kinderfreundlich 45qm/700qm Garten,Entire home/apt,7,45160095,110.0,2025-01-18 12:53:41+00:00,2025-01-18 12:53:41+00:00,2025-01-18 12:00:00+00:00
42547533,Friedrichshain Penthouse Apartment,Private room,5,22002533,100.0,2025-01-18 12:41:42+00:00,2025-01-18 12:41:42+00:00,2025-01-18 12:00:00+00:00
2192027,Temporary Living - Loftstyle Studio Apartment,Entire home/apt,180,1581,40.0,2025-01-18 12:37:38+00:00,2025-01-18 12:37:38+00:00,2025-01-18 12:00:00+00:00
27448772,our home in Berlin,Entire home/apt,1,206843996,100.0,2025-01-18 12:25:15+00:00,2025-01-18 12:25:15+00:00,2025-01-18 12:00:00+00:00
20870208,"Big room close to Alexanderplatz,Berlin mitte",Private room,1,125905477,23.0,2025-01-18 12:23:56+00:00,2025-01-18 12:23:56+00:00,2025-01-18 12:00:00+00:00
3564551,Zentrale Wohnung in Berlin Wedding,Entire home/apt,1,10867269,65.0,2025-01-18 12:04:53+00:00,2025-01-18 12:04:53+00:00,2025-01-18 12:00:00+00:00
29027417,A CITY WHERE PAST MEETS PRESENT AT EVERY CORNER,Entire home/apt,2,218761980,84.0,2025-01-18 11:49:25+00:00,2025-01-18 11:49:25+00:00,2025-01-18 11:00:00+00:00
37322274,Cozy bedroom in the heart of hip Neukolln,Private room,2,73542338,45.0,2025-01-18 11:47:34+00:00,2025-01-18 11:47:34+00:00,2025-01-18 11:00:00+00:00
9878743,Maisonette apartment in Kreuzberg,Entire home/apt,14,20073156,50.0,2025-01-18 11:43:07+00:00,2025-01-18 11:43:07+00:00,2025-01-18 11:00:00+00:00
32324771,Spacious Premium Condo at Potsdamer Platz  !,Entire home/apt,1,156046558,150.0,2025-01-18 11:35:18+00:00,2025-01-18 11:35:18+00:00,2025-01-18 11:00:00+00:00
30416233,Sweet Home Away - Outstanding Location,Private room,1,23538739,80.0,2025-01-18 11:22:24+00:00,2025-01-18 11:22:24+00:00,2025-01-18 11:00:00+00:00
7911896,Beautiful Studio in Central Berlin,Entire home/apt,5,9704111,35.0,2025-01-18 11:09:29+00:00,2025-01-18 11:09:29+00:00,2025-01-18 11:00:00+00:00
29375871,Gemütliche helle Wohnung im Herzen Neuköllns,Entire home/apt,2,221307440,100.0,2025-01-18 10:45:55+00:00,2025-01-18 10:45:55+00:00,2025-01-18 10:00:00+00:00
42874318,"Cozy, central room! Mitte/Kreuzberg",Private room,2,341396019,40.0,2025-01-18 10:43:18+00:00,2025-01-18 10:43:18+00:00,2025-01-18 10:00:00+00:00
20109071,"Awesome home in Berlin with Sauna, WiFi and 4 Bedrooms",Entire home/apt,28,141539959,131.0,2025-01-18 10:34:49+00:00,2025-01-18 10:34:49+00:00,2025-01-18 10:00:00+00:00
4385494,once upon a time,Entire home/apt,5,22767895,141.0,2025-01-18 10:34:30+00:00,2025-01-18 10:34:30+00:00,2025-01-18 10:00:00+00:00
24058328,*Nice and cosy room in flatshare in Kreuzberg*,Private room,6,31452730,25.0,2025-01-18 10:33:22+00:00,2025-01-18 10:33:22+00:00,2025-01-18 10:00:00+00:00
20024345,Beautiful flat in Richardkiez | Berlin - Neukölln,Entire home/apt,2,46359595,73.0,2025-01-18 10:22:47+00:00,2025-01-18 10:22:47+00:00,2025-01-18 10:00:00+00:00
9936085,Kreuzberg - super central,Private room,1,51069713,50.0,2025-01-18 10:16:38+00:00,2025-01-18 10:16:38+00:00,2025-01-18 10:00:00+00:00
52656583,Cozy Room in Neukölln Reuterkiez,Private room,3,19587639,31.0,2025-01-18 10:16:10+00:00,2025-01-18 10:16:10+00:00,2025-01-18 10:00:00+00:00
6001029,Schöne Wohnung in Kreuzberg,Entire home/apt,1,9699051,55.0,2025-01-18 09:55:04+00:00,2025-01-18 09:55:04+00:00,2025-01-18 09:00:00+00:00
20282908,Beautiful Room In The Heart Of Kreuzberg,Private room,1,48872858,30.0,2025-01-18 09:43:04+00:00,2025-01-18 09:43:04+00:00,2025-01-18 09:00:00+00:00
20294937,Ruhiges Zimmer in Mitte/Moabit,Private room,2,144775899,39.0,2025-01-18 09:34:11+00:00,2025-01-18 09:34:11+00:00,2025-01-18 09:00:00+00:00
42828834,10 Minuten zum Checkpoint Charlie.,Entire home/apt,5,174735694,75.0,2025-01-18 09:32:25+00:00,2025-01-18 09:32:25+00:00,2025-01-18 09:00:00+00:00
50391109,Komfort Doppelzimmer,Private room,1,407066591,151.0,2025-01-18 09:26:53+00:00,2025-01-18 09:26:53+00:00,2025-01-18 09:00:00+00:00
45264026,Moderne Neubauwohnung im Herzen von Friedrichshain,Entire home/apt,2,93328001,68.0,2025-01-18 09:12:11+00:00,2025-01-18 09:12:11+00:00,2025-01-18 09:00:00+00:00
45844997,The warmest home for your (creative) stay in town,Private room,4,259262897,33.0,2025-01-18 09:10:59+00:00,2025-01-18 09:10:59+00:00,2025-01-18 09:00:00+00:00
11749393,Easter in the centre of Berlin,Entire home/apt,2,18084560,95.0,2025-01-18 08:38:27+00:00,2025-01-18 08:38:27+00:00,2025-01-18 08:00:00+00:00
10128323,Togostrasse,Entire home/apt,1,6923662,35.0,2025-01-18 08:36:33+00:00,2025-01-18 08:36:33+00:00,2025-01-18 08:00:00+00:00
52348016,Zentrale Design-Altbauwohnung mit Kamin &Terrasse,Entire home/apt,2,207473068,84.0,2025-01-18 08:36:10+00:00,2025-01-18 08:36:10+00:00,2025-01-18 08:00:00+00:00
21332140,Eigene Wohnung im Hinterhof mit Terasse,Private room,2,154388151,54.0,2025-01-18 08:35:54+00:00,2025-01-18 08:35:54+00:00,2025-01-18 08:00:00+00:00
39834698,Hip Berliner Kiez Room 1,Private room,1,18241865,40.0,2025-01-18 08:28:47+00:00,2025-01-18 08:28:47+00:00,2025-01-18 08:00:00+00:00
48733327,Brutalistischer Space zum Wohlfühlen,Entire home/apt,1,11896083,500.0,2025-01-18 07:53:31+00:00,2025-01-18 07:53:31+00:00,2025-01-18 07:00:00+00:00
22494396,Bedroom,Private room,3,101520347,35.0,2025-01-18 06:56:50+00:00,2025-01-18 06:56:50+00:00,2025-01-18 06:00:00+00:00
36241217,Room in Berlin center,Private room,1,259317360,400.0,2025-01-18 06:51:21+00:00,2025-01-18 06:51:21+00:00,2025-01-18 06:00:00+00:00
44456630,Lovely apartment in the heart of Kreuzberg,Entire home/apt,2,22582175,80.0,2025-01-18 06:49:02+00:00,2025-01-18 06:49:02+00:00,2025-01-18 06:00:00+00:00
9232303,large one bedroom studio,Entire home/apt,1,1174550,46.0,2025-01-18 06:33:16+00:00,2025-01-18 06:33:16+00:00,2025-01-18 06:00:00+00:00
8808663,apartamento luminoso y centrico,Entire home/apt,30,46149557,74.0,2025-01-18 06:04:10+00:00,2025-01-18 06:04:10+00:00,2025-01-18 06:00:00+00:00
28682954,Schönes und ruhiges Zimmer in Steglitz,Private room,1,216394478,55.0,2025-01-18 05:59:08+00:00,2025-01-18 05:59:08+00:00,2025-01-18 05:00:00+00:00
32711241,Wohnung 65qm am Ostkreuz Friedrichshain,Entire home/apt,20,74744455,30.0,2025-01-18 05:44:00+00:00,2025-01-18 05:44:00+00:00,2025-01-18 05:00:00+00:00
7606896,Helles schönes privates Zimmer WG,Private room,7,39895198,35.0,2025-01-18 05:38:50+00:00,2025-01-18 05:38:50+00:00,2025-01-18 05:00:00+00:00
22203325,Cosy room in nice neighborhood,Private room,6,67060786,14.0,2025-01-18 05:29:20+00:00,2025-01-18 05:29:20+00:00,2025-01-18 05:00:00+00:00
7486826,3-Zimmer Altbauwohnung in Kreuzberg,Entire home/apt,1,21353180,80.0,2025-01-18 05:17:21+00:00,2025-01-18 05:17:21+00:00,2025-01-18 05:00:00+00:00
38588253,Berlin Townhouse -  zwischen Großstadt und Natur,Entire home/apt,2,5882316,140.0,2025-01-18 04:37:19+00:00,2025-01-18 04:37:19+00:00,2025-01-18 04:00:00+00:00
20421853,cosy room  beautiful location near metro station,Private room,1,145677064,16.0,2025-01-18 04:12:56+00:00,2025-01-18 04:12:56+00:00,2025-01-18 04:00:00+00:00
13791138,1 Room Apartment Berlin Lichtenberg,Entire home/apt,1,49469944,60.0,2025-01-18 03:59:43+00:00,2025-01-18 03:59:43+00:00,2025-01-18 03:00:00+00:00
6947885,Cozy studio near the lake.,Entire home/apt,1,5129180,50.0,2025-01-18 03:56:40+00:00,2025-01-18 03:56:40+00:00,2025-01-18 03:00:00+00:00
22725803,Gemütliches Zimmer im Prenzlauer Berg,Private room,10,41906597,15.0,2025-01-18 03:44:16+00:00,2025-01-18 03:44:16+00:00,2025-01-18 03:00:00+00:00
32483112,"Sunny, warm, cosy and close to party districts !",Private room,1,244058292,24.0,2025-01-18 03:34:40+00:00,2025-01-18 03:34:40+00:00,2025-01-18 03:00:00+00:00
20672004,Calm and zen place in the heart of Berlin Mitte,Entire home/apt,1,14882027,119.0,2025-01-18 03:31:29+00:00,2025-01-18 03:31:29+00:00,2025-01-18 03:00:00+00:00
40403330,Friedrichshain - amazing location,Private room,6,129636132,28.0,2025-01-18 03:25:30+00:00,2025-01-18 03:25:30+00:00,2025-01-18 03:00:00+00:00
40652059,Sauber machen,Private room,30,315280811,40.0,2025-01-18 03:04:50+00:00,2025-01-18 03:04:50+00:00,2025-01-18 03:00:00+00:00
41396035,Cozy room in the heart of Rixdorf Neukölln,Private room,2,39032040,28.0,2025-01-18 03:02:39+00:00,2025-01-18 03:02:39+00:00,2025-01-18 03:00:00+00:00
50906824,Doppelzimmer mit Aufbettungsmöglichkeit,Private room,1,174923505,74.0,2025-01-18 03:01:36+00:00,2025-01-18 03:01:36+00:00,2025-01-18 03:00:00+00:00
21609334,Gemütliche Wohnung in Berlin-Friedrichshain,Shared room,5,14012917,25.0,2025-01-18 02:37:48+00:00,2025-01-18 02:37:48+00:00,2025-01-18 02:00:00+00:00
40450568,Gemütliche 1 Zimmer Wohnung im Herzen von Neukölln,Entire home/apt,3,105148945,72.0,2025-01-18 02:10:13+00:00,2025-01-18 02:10:13+00:00,2025-01-18 02:00:00+00:00
11348253,Comfortable room at Berlin center Alexanderplatz,Private room,3,59426366,35.0,2025-01-18 02:03:38+00:00,2025-01-18 02:03:38+00:00,2025-01-18 02:00:00+00:00
52786258,Apartment 7 minutes walk to Berlin Central Station,Entire home/apt,1,143456084,80.0,2025-01-18 02:02:47+00:00,2025-01-18 02:02:47+00:00,2025-01-18 02:00:00+00:00
45792255,Charmanter VW Bus mit Heckküche & Schlafambiente,Entire home/apt,84,32916140,90.0,2025-01-18 01:58:21+00:00,2025-01-18 01:58:21+00:00,2025-01-18 01:00:00+00:00
44025567,Ein gemütliches Vierbettzimmer im Hotel Bellevue,Private room,1,135765867,95.0,2025-01-18 01:09:02+00:00,2025-01-18 01:09:02+00:00,2025-01-18 01:00:00+00:00
9501847,Cozy sunny room in Alt-Tempelhof,Private room,7,25449632,23.0,2025-01-18 00:59:46+00:00,2025-01-18 00:59:46+00:00,2025-01-18 00:00:00+00:00
52386640,New loft 4 bedrooms with fireplace at Mitte,Entire home/apt,3,70168685,245.0,2025-01-18 00:41:32+00:00,2025-01-18 00:41:32+00:00,2025-01-18 00:00:00+00:00
7595499,25qm room in the heart of neukölln,Private room,1,39830360,16.0,2025-01-18 00:30:22+00:00,2025-01-18 00:30:22+00:00,2025-01-18 00:00:00+00:00
9914902,Rooms Center Berlin Alexaanderplatz,Private room,4,50976411,45.0,2025-01-18 00:29:09+00:00,2025-01-18 00:29:09+00:00,2025-01-18 00:00:00+00:00
46849515,Schönes Zimmer in 3er-WG im Friedrichshain,Private room,14,251703986,22.0,2025-01-18 00:00:33+00:00,2025-01-18 00:00:33+00:00,2025-01-18 00:00:00+00:00
22820006,Gemütliches Studio Apartment zentral gelegen,Entire home/apt,60,8912086,69.0,2025-01-17 23:24:32+00:00,2025-01-17 23:24:32+00:00,2025-01-17 23:00:00+00:00
12641723,Beautiful flat with amazing view!,Entire home/apt,1,68656621,50.0,2025-01-17 23:20:34+00:00,2025-01-17 23:20:34+00:00,2025-01-17 23:00:00+00:00
41359244,Berlin Zentrum näher Potsdamer Platz,Private room,2,157216702,45.0,2025-01-17 23:11:34+00:00,2025-01-17 23:11:34+00:00,2025-01-17 23:00:00+00:00
47774975,Ferienhaus für 6 Gäste mit 130m² in Berlin (145060),Entire home/apt,1,238028559,183.0,2025-01-17 23:09:33+00:00,2025-01-17 23:09:33+00:00,2025-01-17 23:00:00+00:00
24082136,Ruhiges Zimmer in Friedrichshain mit süßen Katzen,Private room,2,35851817,29.0,2025-01-17 23:00:42+00:00,2025-01-17 23:00:42+00:00,2025-01-17 23:00:00+00:00
31009295,Schöne 3-Zimmer Wohnung im Bergmannkiez,Entire home/apt,13,3667840,160.0,2025-01-17 22:50:43+00:00,2025-01-17 22:50:43+00:00,2025-01-17 22:00:00+00:00
45523658,Cozy room next to Boxhagener Platz,Private room,2,16657917,26.0,2025-01-17 22:47:46+00:00,2025-01-17 22:47:46+00:00,2025-01-17 22:00:00+00:00
43734084,LY73M021,Entire home/apt,60,82142678,60.0,2025-01-17 22:32:36+00:00,2025-01-17 22:32:36+00:00,2025-01-17 22:00:00+00:00
5218671,Gemütliches Zimmer in 2er-WG,Private room,7,27000163,30.0,2025-01-17 22:15:08+00:00,2025-01-17 22:15:08+00:00,2025-01-17 22:00:00+00:00
45184274,Schöne große Altbauwohnung in Friedrichshain,Entire home/apt,30,331152448,110.0,2025-01-17 22:12:46+00:00,2025-01-17 22:12:46+00:00,2025-01-17 22:00:00+00:00
7671703,beautiful one-single-room apartment,Entire home/apt,3,40281005,35.0,2025-01-17 21:53:45+00:00,2025-01-17 21:53:45+00:00,2025-01-17 21:00:00+00:00
41208037,Luxury Apartment next to Soho House,Entire home/apt,7,11726509,95.0,2025-01-17 21:52:26+00:00,2025-01-17 21:52:26+00:00,2025-01-17 21:00:00+00:00
13692216,Spacious flat in between Mitte & Friedrichshain,Private room,1,5411484,52.0,2025-01-17 21:31:20+00:00,2025-01-17 21:31:20+00:00,2025-01-17 21:00:00+00:00
52022030,THE DUDE by Charly - Roomy Double room,Entire home/apt,1,421235453,208.0,2025-01-17 21:21:07+00:00,2025-01-17 21:21:07+00:00,2025-01-17 21:00:00+00:00
21402515,Whole Appartment in Berlin.,Entire home/apt,2,49971189,39.0,2025-01-17 21:12:58+00:00,2025-01-17 21:12:58+00:00,2025-01-17 21:00:00+00:00
49037234,Urban spacious hotel room for 4 central to Subway,Private room,14,108025548,66.0,2025-01-17 21:07:12+00:00,2025-01-17 21:07:12+00:00,2025-01-17 21:00:00+00:00
50860768,Doppelzimmer mit Boxspringbett 200x200 cm,Private room,1,174923505,77.0,2025-01-17 20:41:38+00:00,2025-01-17 20:41:38+00:00,2025-01-17 20:00:00+00:00
42735255,Ferienwohnung/App. für 4 Gäste mit 70m² in Berlin (20214),Entire home/apt,1,238029336,126.0,2025-01-17 20:40:22+00:00,2025-01-17 20:40:22+00:00,2025-01-17 20:00:00+00:00
7346952,Großes und helles Zimmer in 3er-WG,Private room,7,3920003,20.0,2025-01-17 20:21:36+00:00,2025-01-17 20:21:36+00:00,2025-01-17 20:00:00+00:00
776069,Near Brandenburger Gate/Reichstag,Entire home/apt,120,2685171,120.0,2025-01-17 19:49:23+00:00,2025-01-17 19:49:23+00:00,2025-01-17 19:00:00+00:00
7507974,Antons Zimmer,Private room,1,39332038,22.0,2025-01-17 19:41:10+00:00,2025-01-17 19:41:10+00:00,2025-01-17 19:00:00+00:00
46085840,Standard Doppelzimmer in Schöneberg,Private room,1,373476835,113.0,2025-01-17 19:36:34+00:00,2025-01-17 19:36:34+00:00,2025-01-17 19:00:00+00:00
42924068,"2-Raum Penthouse ""Bird's Nest"", 59 qm",Entire home/apt,15,210700814,230.0,2025-01-17 19:36:02+00:00,2025-01-17 19:36:02+00:00,2025-01-17 19:00:00+00:00
50547610,Cozy room in lively neighborhood,Private room,7,38901699,30.0,2025-01-17 19:35:18+00:00,2025-01-17 19:35:18+00:00,2025-01-17 19:00:00+00:00
19410584,Luxus Wohnen auf Zeit in Berlin City West,Entire home/apt,89,26692001,30.0,2025-01-17 19:31:14+00:00,2025-01-17 19:31:14+00:00,2025-01-17 19:00:00+00:00
39501661,Big and Cozy room in Lichtenberg,Private room,18,46716635,28.0,2025-01-17 19:27:16+00:00,2025-01-17 19:27:16+00:00,2025-01-17 19:00:00+00:00
9108801,Quite in a Cool Street in Neukolln,Entire home/apt,15,12469994,32.0,2025-01-17 18:57:22+00:00,2025-01-17 18:57:22+00:00,2025-01-17 18:00:00+00:00
7220995,Cosy flat near Mauerpark,Entire home/apt,20,37802104,40.0,2025-01-17 18:42:39+00:00,2025-01-17 18:42:39+00:00,2025-01-17 18:00:00+00:00
51679037,Lovely 1-bed apartment in Neukolln,Entire home/apt,2,41472652,45.0,2025-01-17 18:40:51+00:00,2025-01-17 18:40:51+00:00,2025-01-17 18:00:00+00:00
9378741,Studio Berlin Charlottenburg,Entire home/apt,4,48658819,28.0,2025-01-17 18:40:34+00:00,2025-01-17 18:40:34+00:00,2025-01-17 18:00:00+00:00
8823996,Big and luxury Room in Berlin,Private room,1,43770352,40.0,2025-01-17 18:34:19+00:00,2025-01-17 18:34:19+00:00,2025-01-17 18:00:00+00:00
43575461,4-Zimmer-Wohnung im Szenebezirk Friedrichshain,Entire home/apt,7,34006291,75.0,2025-01-17 18:32:33+00:00,2025-01-17 18:32:33+00:00,2025-01-17 18:00:00+00:00
44782205,Sunset at Templehof,Private room,30,4594271,23.0,2025-01-17 18:13:30+00:00,2025-01-17 18:13:30+00:00,2025-01-17 18:00:00+00:00
52644407,THE DUDE by Charly - Cosy+ Double Room,Entire home/apt,1,421235453,148.0,2025-01-17 18:06:42+00:00,2025-01-17 18:06:42+00:00,2025-01-17 18:00:00+00:00
21034405,Cozy Apartment in the Center of Berlin,Entire home/apt,1,151496165,60.0,2025-01-17 17:54:22+00:00,2025-01-17 17:54:22+00:00,2025-01-17 17:00:00+00:00
20754680,Cosy & stylish room in quite and peaceful building,Private room,5,41812675,15.0,2025-01-17 17:40:58+00:00,2025-01-17 17:40:58+00:00,2025-01-17 17:00:00+00:00
5086863,"Homely, big & sunny in the center",Entire home/apt,21,4687616,65.0,2025-01-17 16:49:46+00:00,2025-01-17 16:49:46+00:00,2025-01-17 16:00:00+00:00
52275607,Top floor sunny studio apartment - Beautiful view.,Entire home/apt,4,47795570,89.0,2025-01-17 16:33:14+00:00,2025-01-17 16:33:14+00:00,2025-01-17 16:00:00+00:00
40481738,Hell und groß im Herzen Neuköllns mit Balkon,Private room,7,10697413,28.0,2025-01-17 16:27:41+00:00,2025-01-17 16:27:41+00:00,2025-01-17 16:00:00+00:00
12561585,Very nice flat with balcony,Entire home/apt,1,68094397,110.0,2025-01-17 16:24:08+00:00,2025-01-17 16:24:08+00:00,2025-01-17 16:00:00+00:00
21436573,"Grosszüge, Maisonette Wohnung in Berlin Neukölln",Entire home/apt,5,154459928,85.0,2025-01-17 15:59:36+00:00,2025-01-17 15:59:36+00:00,2025-01-17 15:00:00+00:00
40904143,Schöne 1 Zimmer Wohnung im Simon Dach Kiez,Entire home/apt,2,101316322,60.0,2025-01-17 15:58:55+00:00,2025-01-17 15:58:55+00:00,2025-01-17 15:00:00+00:00
13920808,Spacious Cozy Room Close To City Center,Private room,4,38783931,46.0,2025-01-17 15:44:42+00:00,2025-01-17 15:44:42+00:00,2025-01-17 15:00:00+00:00
48840032,Komfortables Apartment mit 150m2,Entire home/apt,2,3003519,414.0,2025-01-17 15:25:25+00:00,2025-01-17 15:25:25+00:00,2025-01-17 15:00:00+00:00
37509937,Comfortable 2-room apartment in Friedrichshain,Entire home/apt,180,178514024,49.0,2025-01-17 14:41:15+00:00,2025-01-17 14:41:15+00:00,2025-01-17 14:00:00+00:00
21037592,Liebevolles Zuhause statt langweiligem Hotel,Entire home/apt,1,143939464,40.0,2025-01-17 14:31:13+00:00,2025-01-17 14:31:13+00:00,2025-01-17 14:00:00+00:00
11391873,Helles Balkonzimmer in Schöneberg,Private room,1,57241645,25.0,2025-01-17 13:42:37+00:00,2025-01-17 13:42:37+00:00,2025-01-17 13:00:00+00:00
50646321,Central Falt in Prenzlauerberg,Entire home/apt,60,192200150,47.0,2025-01-17 13:34:12+00:00,2025-01-17 13:34:12+00:00,2025-01-17 13:00:00+00:00
24308923,Schönes gemütliches WG-Zimmer,Private room,2,31643602,30.0,2025-01-17 13:32:51+00:00,2025-01-17 13:32:51+00:00,2025-01-17 13:00:00+00:00
1694698,A home away from home in Berlin,Entire home/apt,1,8950990,189.0,2025-01-17 13:30:19+00:00,2025-01-17 13:30:19+00:00,2025-01-17 13:00:00+00:00
49121163,Modern styled apartment Charlottenburg,Entire home/apt,14,22232550,60.0,2025-01-17 13:07:52+00:00,2025-01-17 13:07:52+00:00,2025-01-17 13:00:00+00:00
42332043,Spacious bright room with Balcony,Private room,2,336568993,35.0,2025-01-17 12:55:58+00:00,2025-01-17 12:55:58+00:00,2025-01-17 12:00:00+00:00
11370956,Nice room near airport — fireplace,Private room,2,1009656,32.0,2025-01-17 12:47:22+00:00,2025-01-17 12:47:22+00:00,2025-01-17 12:00:00+00:00
33566472,Wunderschöne 2 Zimmerwohnung in Schloss nähe,Entire home/apt,2,252938718,80.0,2025-01-17 12:39:01+00:00,2025-01-17 12:39:01+00:00,2025-01-17 12:00:00+00:00
47976555,Berlin City Apartment,Entire home/apt,4,1003245,69.0,2025-01-17 12:38:10+00:00,2025-01-17 12:38:10+00:00,2025-01-17 12:00:00+00:00
29416750,Cosy 130msq family flat in Prenzlauerberg,Entire home/apt,10,12387913,130.0,2025-01-17 12:08:46+00:00,2025-01-17 12:08:46+00:00,2025-01-17 12:00:00+00:00
46958312,Nearby Treptower Park - direct airport connection,Entire home/apt,3,275374141,100.0,2025-01-17 12:01:15+00:00,2025-01-17 12:01:15+00:00,2025-01-17 12:00:00+00:00
45342922,A full 2 bedrooms apartment in heart of Neukölln.,Entire home/apt,4,122901718,65.0,2025-01-17 11:52:47+00:00,2025-01-17 11:52:47+00:00,2025-01-17 11:00:00+00:00
31122541,Nair Schönefeld Berlin,Private room,10,219284770,100.0,2025-01-17 11:43:47+00:00,2025-01-17 11:43:47+00:00,2025-01-17 11:00:00+00:00
11145559,Privat room in a sharing apartment,Private room,1,50259108,25.0,2025-01-17 11:34:03+00:00,2025-01-17 11:34:03+00:00,2025-01-17 11:00:00+00:00
48425687,A lovely and comfy  2 room apartment,Entire home/apt,2,252025968,70.0,2025-01-17 11:20:09+00:00,2025-01-17 11:20:09+00:00,2025-01-17 11:00:00+00:00
48106097,Super zentrale 2-Zimmer-Wohnung mit Balkon,Entire home/apt,2,3182096,69.0,2025-01-17 11:17:50+00:00,2025-01-17 11:17:50+00:00,2025-01-17 11:00:00+00:00
51479338,1 private bedroom in sustainable green apartment,Private room,7,17036855,59.0,2025-01-17 11:16:44+00:00,2025-01-17 11:16:44+00:00,2025-01-17 11:00:00+00:00
16365920,elegant-room-mitte,Private room,6,22658976,35.0,2025-01-17 11:13:02+00:00,2025-01-17 11:13:02+00:00,2025-01-17 11:00:00+00:00
20988793,Comfortable Flat in Berlin Mitte,Entire home/apt,30,151072686,60.0,2025-01-17 11:05:57+00:00,2025-01-17 11:05:57+00:00,2025-01-17 11:00:00+00:00
50409394,Spacious room & garden in Neukolln,Private room,2,121823771,45.0,2025-01-17 10:48:16+00:00,2025-01-17 10:48:16+00:00,2025-01-17 10:00:00+00:00
42629897,Echter Berliner Altbau - ganze Wohnung,Entire home/apt,30,37070340,64.0,2025-01-17 10:24:34+00:00,2025-01-17 10:24:34+00:00,2025-01-17 10:00:00+00:00
11500564,Private Room in shared flat,Private room,4,21158428,23.0,2025-01-17 09:36:21+00:00,2025-01-17 09:36:21+00:00,2025-01-17 09:00:00+00:00
7560826,schöne Wohnung für eine Familie,Entire home/apt,1,39634813,65.0,2025-01-17 09:28:27+00:00,2025-01-17 09:28:27+00:00,2025-01-17 09:00:00+00:00
45444989,On top of Berlin,Entire home/apt,1,154653929,50.0,2025-01-17 09:05:17+00:00,2025-01-17 09:05:17+00:00,2025-01-17 09:00:00+00:00
49972317,Cozy and Calm room in Shared Flat,Private room,5,17204519,11.0,2025-01-17 09:03:33+00:00,2025-01-17 09:03:33+00:00,2025-01-17 09:00:00+00:00
9862133,Cozy Apartment near the Weißensee,Entire home/apt,3,38271725,100.0,2025-01-17 08:53:55+00:00,2025-01-17 08:53:55+00:00,2025-01-17 08:00:00+00:00
9869385,Schönes Altbauzimmer *hell*zentral*,Private room,2,50792170,40.0,2025-01-17 08:39:44+00:00,2025-01-17 08:39:44+00:00,2025-01-17 08:00:00+00:00
19922061,"Cozy, Bright Room in Friendly Shared Flat!",Private room,5,114169868,25.0,2025-01-17 08:19:37+00:00,2025-01-17 08:19:37+00:00,2025-01-17 08:00:00+00:00
52698928,cosy simple room in Berliner Flat in Kreuzberg,Private room,3,232067096,42.0,2025-01-17 08:11:14+00:00,2025-01-17 08:11:14+00:00,2025-01-17 08:00:00+00:00
47775006,Ferienhaus für 6 Gäste mit 130m² in Berlin (145055),Entire home/apt,1,238030351,183.0,2025-01-17 08:06:00+00:00,2025-01-17 08:06:00+00:00,2025-01-17 08:00:00+00:00
14396012,Cosy aptm in Mitte near Mauerpark,Entire home/apt,10,8196161,53.0,2025-01-17 08:04:29+00:00,2025-01-17 08:04:29+00:00,2025-01-17 08:00:00+00:00
50411223,Altbauwohnung in Neukölln mit Balkon,Entire home/apt,2,407253270,70.0,2025-01-17 07:57:03+00:00,2025-01-17 07:57:03+00:00,2025-01-17 07:00:00+00:00
