listing_id,listing_name,room_type,minimum_nights,host_id,price,created_at,updated_at,hour_partition
35934434,LIVE IN THE ❤ OF THE CAPITAL - BERLIN!,Entire home/apt,2,270284539,80.0,2025-01-17 07:42:42+00:00,2025-01-17 07:42:42+00:00,2025-01-17 07:00:00+00:00
10327702,8-Zi Maisonette Wohnung,Entire home/apt,1,38523573,95.0,2025-01-17 07:24:49+00:00,2025-01-17 07:24:49+00:00,2025-01-17 07:00:00+00:00
40701510,Cosy and loved in the heart of Schöneberg,Private room,5,159639261,35.0,2025-01-17 07:19:10+00:00,2025-01-17 07:19:10+00:00,2025-01-17 07:00:00+00:00
33210521,Cosy and clean apartment in the city center,Entire home/apt,3,198404989,85.0,2025-01-17 06:58:20+00:00,2025-01-17 06:58:20+00:00,2025-01-17 06:00:00+00:00
52180623,NuWave Hotel Berlin - Superior Double Room,Private room,1,421557030,101.0,2025-01-17 06:56:07+00:00,2025-01-17 06:56:07+00:00,2025-01-17 06:00:00+00:00
36386490,Loft direct on water in Berlin Köpenick,Entire home/apt,179,716475,50.0,2025-01-17 06:28:50+00:00,2025-01-17 06:28:50+00:00,2025-01-17 06:00:00+00:00
40606989,2 Bedroom Flat near Mauerpark in Central Berlin,Entire home/apt,5,77522210,75.0,2025-01-17 06:27:31+00:00,2025-01-17 06:27:31+00:00,2025-01-17 06:00:00+00:00
20108988,Stunning home in Berlin-Köpenick with Sauna and 3 Bedrooms,Entire home/apt,28,141539959,113.0,2025-01-17 06:25:44+00:00,2025-01-17 06:25:44+00:00,2025-01-17 06:00:00+00:00
52102591,WINTERFELDSTRASSE LUXURY APARTMENTS,Entire home/apt,1,413176292,638.0,2025-01-17 05:38:08+00:00,2025-01-17 05:38:08+00:00,2025-01-17 05:00:00+00:00
52604282,SUNNY ON HISTORICAL KARL-MARX-ALLEE,Entire home/apt,92,5021050,70.0,2025-01-17 05:32:29+00:00,2025-01-17 05:32:29+00:00,2025-01-17 05:00:00+00:00
45274790,Cozy room in Berlin,Private room,2,361836933,1000.0,2025-01-17 05:27:56+00:00,2025-01-17 05:27:56+00:00,2025-01-17 05:00:00+00:00
42149064,Luxuriöse 2 Zimmer Appartement,Entire home/apt,2,297937835,149.0,2025-01-17 05:04:15+00:00,2025-01-17 05:04:15+00:00,2025-01-17 05:00:00+00:00
50430676,Magnifique chambre lumineuse - centre de Berlin,Private room,3,7285808,80.0,2025-01-17 04:59:54+00:00,2025-01-17 04:59:54+00:00,2025-01-17 04:00:00+00:00
41611703,Modern Living,Entire home/apt,30,192200150,75.0,2025-01-17 04:44:56+00:00,2025-01-17 04:44:56+00:00,2025-01-17 04:00:00+00:00
3600046,Wohnung zu vermieten,Entire home/apt,1,18137976,100.0,2025-01-17 04:44:07+00:00,2025-01-17 04:44:07+00:00,2025-01-17 04:00:00+00:00
22323421,Cosy Place in Heart of Friedrichshain,Entire home/apt,4,102047176,200.0,2025-01-17 04:04:26+00:00,2025-01-17 04:04:26+00:00,2025-01-17 04:00:00+00:00
43554719,"Comfort Zimmer 18 m², 20 m²",Private room,1,304493323,96.0,2025-01-17 04:02:25+00:00,2025-01-17 04:02:25+00:00,2025-01-17 04:00:00+00:00
51689637,Spacious well located apartment in Charlottenburg,Private room,7,69245029,50.0,2025-01-17 03:58:01+00:00,2025-01-17 03:58:01+00:00,2025-01-17 03:00:00+00:00
43184193,Room in a new Building central close to TU:Berlin,Private room,93,340007871,40.0,2025-01-17 03:55:34+00:00,2025-01-17 03:55:34+00:00,2025-01-17 03:00:00+00:00
5349843,Huge Room in Trendy Neukoelln,Private room,1,17807206,41.0,2025-01-17 03:46:36+00:00,2025-01-17 03:46:36+00:00,2025-01-17 03:00:00+00:00
43174756,Wohnung für Minimalisten im Literatenviertel,Entire home/apt,5,182263499,40.0,2025-01-17 03:32:03+00:00,2025-01-17 03:32:03+00:00,2025-01-17 03:00:00+00:00
48050939,Alte Feuerwache Berlin - Standard Single Room,Private room,1,386848467,60.0,2025-01-17 03:21:05+00:00,2025-01-17 03:21:05+00:00,2025-01-17 03:00:00+00:00
9609423,Möbliertes 20m² Zimmer,Private room,1,49721186,17.0,2025-01-17 02:20:41+00:00,2025-01-17 02:20:41+00:00,2025-01-17 02:00:00+00:00
21665811,Big room next to Treptower park,Private room,25,157696761,20.0,2025-01-17 02:11:21+00:00,2025-01-17 02:11:21+00:00,2025-01-17 02:00:00+00:00
39980240,Berlin erleben!,Shared room,1,54782146,40.0,2025-01-17 02:07:13+00:00,2025-01-17 02:07:13+00:00,2025-01-17 02:00:00+00:00
40778060,MODERN APARTMENT IN BERLIN LICHTENBERG,Entire home/apt,2,316803972,141.0,2025-01-17 01:22:42+00:00,2025-01-17 01:22:42+00:00,2025-01-17 01:00:00+00:00
22933317,Nice Apartment in the center of Schöneberg,Entire home/apt,1,8792609,22.0,2025-01-17 01:14:50+00:00,2025-01-17 01:14:50+00:00,2025-01-17 01:00:00+00:00
6558544,Beautiful flat in the center,Entire home/apt,1,34299847,399.0,2025-01-17 01:04:49+00:00,2025-01-17 01:04:49+00:00,2025-01-17 01:00:00+00:00
35376292,Schön 2-Raum Wohnung mit 58qm und Balkon in Berlin,Entire home/apt,5,76959766,90.0,2025-01-17 00:49:40+00:00,2025-01-17 00:49:40+00:00,2025-01-17 00:00:00+00:00
40676062,Wunderschöne Wohnung im Herzen Berlins.,Entire home/apt,7,315582894,32.0,2025-01-17 00:47:51+00:00,2025-01-17 00:47:51+00:00,2025-01-17 00:00:00+00:00
12349925,Sunny and quiet studio near Kudamm,Entire home/apt,90,1574908,26.0,2025-01-17 00:13:07+00:00,2025-01-17 00:13:07+00:00,2025-01-17 00:00:00+00:00
9250150,2 Zimmer Apartment nahe Arcaden,Entire home/apt,60,8912086,69.0,2025-01-17 00:03:36+00:00,2025-01-17 00:03:36+00:00,2025-01-17 00:00:00+00:00
41178509,Cozy room in the heart of Friedrichshain,Private room,2,322819820,65.0,2025-01-16 23:43:58+00:00,2025-01-16 23:43:58+00:00,2025-01-16 23:00:00+00:00
20613393,Berlin with Family,Entire home/apt,3,147333604,99.0,2025-01-16 23:19:41+00:00,2025-01-16 23:19:41+00:00,2025-01-16 23:00:00+00:00
24662962,Holidays in the heart of East Berlin,Entire home/apt,6,5237204,99.0,2025-01-16 23:16:51+00:00,2025-01-16 23:16:51+00:00,2025-01-16 23:00:00+00:00
36438388,Central Berlin | architects apartment,Entire home/apt,4,37267757,127.0,2025-01-16 23:15:16+00:00,2025-01-16 23:15:16+00:00,2025-01-16 23:00:00+00:00
21392059,"Quiet, Sunny, and Spacious in Friedrichshain",Entire home/apt,5,12786085,150.0,2025-01-16 22:55:09+00:00,2025-01-16 22:55:09+00:00,2025-01-16 22:00:00+00:00
16285617,2-Room Apartment with Balcony in Kreuzberg,Entire home/apt,6,63019606,55.0,2025-01-16 22:36:49+00:00,2025-01-16 22:36:49+00:00,2025-01-16 22:00:00+00:00
44473402,Bright and cozy room in a peaceful area of Berlin,Private room,3,109155992,35.0,2025-01-16 22:29:23+00:00,2025-01-16 22:29:23+00:00,2025-01-16 22:00:00+00:00
43381676,Big appartment with balcony,Entire home/apt,6,333981476,32.0,2025-01-16 22:24:57+00:00,2025-01-16 22:24:57+00:00,2025-01-16 22:00:00+00:00
47112187,Sir Savigny,Hotel room,1,380683890,0.0,2025-01-16 21:33:21+00:00,2025-01-16 21:33:21+00:00,2025-01-16 21:00:00+00:00
45066365,Former artist studio in the heart of Kreuzberg,Entire home/apt,3,15005811,80.0,2025-01-16 21:07:24+00:00,2025-01-16 21:07:24+00:00,2025-01-16 21:00:00+00:00
24273079,Bambushaus / Teehaus Kellinghusen,Private room,1,112519239,201.0,2025-01-16 21:05:46+00:00,2025-01-16 21:05:46+00:00,2025-01-16 21:00:00+00:00
28879433,Deluxe Room In The Center Of West Berlin,Hotel room,1,212377709,425.0,2025-01-16 21:05:18+00:00,2025-01-16 21:05:18+00:00,2025-01-16 21:00:00+00:00
11539739,Perfect room for couples,Private room,1,16410152,20.0,2025-01-16 20:56:38+00:00,2025-01-16 20:56:38+00:00,2025-01-16 20:00:00+00:00
33371678,Bright and simple room in beautiful Altbau flat,Private room,7,3194985,25.0,2025-01-16 20:41:14+00:00,2025-01-16 20:41:14+00:00,2025-01-16 20:00:00+00:00
40583998,Cozy 2-room apartment at Schillerkiez (Neukölln),Entire home/apt,4,68033150,80.0,2025-01-16 20:21:35+00:00,2025-01-16 20:21:35+00:00,2025-01-16 20:00:00+00:00
24912243,Berliner Wohnung im Wedding,Private room,2,188345028,35.0,2025-01-16 20:11:37+00:00,2025-01-16 20:11:37+00:00,2025-01-16 20:00:00+00:00
41061733,Beautiful & calm apartment with huge balcony,Entire home/apt,5,27793478,100.0,2025-01-16 20:10:10+00:00,2025-01-16 20:10:10+00:00,2025-01-16 20:00:00+00:00
42749978,"2-Raum Erdgeschoss ""Breezy Garden"", 51 qm",Entire home/apt,7,335573202,167.0,2025-01-16 19:39:33+00:00,2025-01-16 19:39:33+00:00,2025-01-16 19:00:00+00:00
51415651,"Einzelzimmer ""Single""",Private room,1,415771368,138.0,2025-01-16 19:19:36+00:00,2025-01-16 19:19:36+00:00,2025-01-16 19:00:00+00:00
28430127,Sonniges Zimmer in Friedrichshain,Private room,17,22978707,30.0,2025-01-16 18:50:30+00:00,2025-01-16 18:50:30+00:00,2025-01-16 18:00:00+00:00
50245530,Gemütliche Dachgeschosswohnung im Grünen,Entire home/apt,3,53491919,55.0,2025-01-16 18:48:54+00:00,2025-01-16 18:48:54+00:00,2025-01-16 18:00:00+00:00
16672140,"private room + shared spaces, apartment kreuzberg",Private room,1,47128495,42.0,2025-01-16 18:47:30+00:00,2025-01-16 18:47:30+00:00,2025-01-16 18:00:00+00:00
52020329,THE DUDE by Charly - Cosy Double Room,Entire home/apt,1,421235453,140.0,2025-01-16 18:31:04+00:00,2025-01-16 18:31:04+00:00,2025-01-16 18:00:00+00:00
46868428,"Ruhige, gemütliche Familiewohnung in Berlin Mitte.",Entire home/apt,7,145003509,40.0,2025-01-16 18:25:01+00:00,2025-01-16 18:25:01+00:00,2025-01-16 18:00:00+00:00
40328086,Special*23 sqm*Art*Asian Antiques*Balkony*quiet,Private room,2,52064539,47.0,2025-01-16 18:22:09+00:00,2025-01-16 18:22:09+00:00,2025-01-16 18:00:00+00:00
11322988,Eine idyllische 2-Zi Wohnung,Entire home/apt,1,27126255,60.0,2025-01-16 18:13:19+00:00,2025-01-16 18:13:19+00:00,2025-01-16 18:00:00+00:00
10485258,Large modern flat- Treptow/Neukölln,Entire home/apt,1,3283542,45.0,2025-01-16 17:59:08+00:00,2025-01-16 17:59:08+00:00,2025-01-16 17:00:00+00:00
447524,City apartment at the Ku`damm,Entire home/apt,1,901878,28.0,2025-01-16 17:53:56+00:00,2025-01-16 17:53:56+00:00,2025-01-16 17:00:00+00:00
31281812,Room in Neukölln,Private room,10,4222180,22.0,2025-01-16 17:51:31+00:00,2025-01-16 17:51:31+00:00,2025-01-16 17:00:00+00:00
51448534,Spectacular penthouse terrace+elevator in Berlin,Entire home/apt,28,1122141,175.0,2025-01-16 17:48:11+00:00,2025-01-16 17:48:11+00:00,2025-01-16 17:00:00+00:00
52377197,NuWave Hotel Berlin - Comfort Quadruple Room,Private room,1,421557030,159.0,2025-01-16 17:43:01+00:00,2025-01-16 17:43:01+00:00,2025-01-16 17:00:00+00:00
28879435,Grand Deluxe Room In The Center Of West Berlin,Hotel room,1,212377709,425.0,2025-01-16 16:59:49+00:00,2025-01-16 16:59:49+00:00,2025-01-16 16:00:00+00:00
9966384,Silvester in Berlin Friedrichshain!,Entire home/apt,1,21669155,70.0,2025-01-16 16:36:24+00:00,2025-01-16 16:36:24+00:00,2025-01-16 16:00:00+00:00
52270648,Traumhafte Wohnung in Berlin-Mitte nähe Mauerpark,Entire home/apt,30,337663510,69.0,2025-01-16 16:24:32+00:00,2025-01-16 16:24:32+00:00,2025-01-16 16:00:00+00:00
40885586,Göthe Str 7a Berlin Souterrain 4 Personen ca 100qm,Entire home/apt,7,20608248,60.0,2025-01-16 16:05:19+00:00,2025-01-16 16:05:19+00:00,2025-01-16 16:00:00+00:00
50953803,Ruhige helle Wohnung in Berlin Neukölln,Entire home/apt,12,150690907,40.0,2025-01-16 15:42:07+00:00,2025-01-16 15:42:07+00:00,2025-01-16 15:00:00+00:00
8533526,BIG and CALM STUDIO,Entire home/apt,1,16876647,45.0,2025-01-16 15:39:57+00:00,2025-01-16 15:39:57+00:00,2025-01-16 15:00:00+00:00
19222541,Central Apt at Graefekiez (Kreuzberg),Entire home/apt,7,127670604,75.0,2025-01-16 15:33:47+00:00,2025-01-16 15:33:47+00:00,2025-01-16 15:00:00+00:00
10979941,Furnished Room Near EastSideGallery,Private room,1,19362010,22.0,2025-01-16 15:18:02+00:00,2025-01-16 15:18:02+00:00,2025-01-16 15:00:00+00:00
48369832,App nah am Tegelersee,Entire home/apt,4,352901812,119.0,2025-01-16 14:46:27+00:00,2025-01-16 14:46:27+00:00,2025-01-16 14:00:00+00:00
9877012,Big bedroom in the heart of Berlin,Private room,5,50821931,22.0,2025-01-16 14:41:47+00:00,2025-01-16 14:41:47+00:00,2025-01-16 14:00:00+00:00
46850901,The Funky district Where all the Cultures meets,Private room,7,147499255,25.0,2025-01-16 14:33:58+00:00,2025-01-16 14:33:58+00:00,2025-01-16 14:00:00+00:00
6098598,Cozy Garden Appartment in Center,Entire home/apt,7,14917695,45.0,2025-01-16 14:27:15+00:00,2025-01-16 14:27:15+00:00,2025-01-16 14:00:00+00:00
3930767,Cosy little flat with balcony in Moabit,Entire home/apt,7,6267519,40.0,2025-01-16 14:21:11+00:00,2025-01-16 14:21:11+00:00,2025-01-16 14:00:00+00:00
50559945,Doppelzimmer-Sparfuchs (Raucher) für 1 Person,Private room,1,407045830,82.0,2025-01-16 14:05:26+00:00,2025-01-16 14:05:26+00:00,2025-01-16 14:00:00+00:00
9804273,"Ruhig, kompakte Wohnung mit Balkon",Entire home/apt,1,11662035,25.0,2025-01-16 13:47:49+00:00,2025-01-16 13:47:49+00:00,2025-01-16 13:00:00+00:00
43247575,aletto Hotel Kudamm,Hotel room,1,312172749,0.0,2025-01-16 13:37:39+00:00,2025-01-16 13:37:39+00:00,2025-01-16 13:00:00+00:00
21905096,Gemütliches Zimmer in Neukölln,Private room,2,37211535,58.0,2025-01-16 13:37:16+00:00,2025-01-16 13:37:16+00:00,2025-01-16 13:00:00+00:00
51082687,Close to Alexander Platz,Entire home/apt,1,262470855,80.0,2025-01-16 13:16:42+00:00,2025-01-16 13:16:42+00:00,2025-01-16 13:00:00+00:00
1269149,"Room in Berlin, close to center",Private room,8,2692472,12.0,2025-01-16 13:16:29+00:00,2025-01-16 13:16:29+00:00,2025-01-16 13:00:00+00:00
42246071,"Simple, warm and cosy",Entire home/apt,3,18314951,100.0,2025-01-16 13:15:38+00:00,2025-01-16 13:15:38+00:00,2025-01-16 13:00:00+00:00
51751556,Berlin Prenzlauer Berg Apartment.,Private room,5,205705714,50.0,2025-01-16 13:14:55+00:00,2025-01-16 13:14:55+00:00,2025-01-16 13:00:00+00:00
6932886,Apartment by East Side Gallery,Entire home/apt,1,35120985,60.0,2025-01-16 13:13:19+00:00,2025-01-16 13:13:19+00:00,2025-01-16 13:00:00+00:00
20569242,Magic Studio,Entire home/apt,1,146921416,40.0,2025-01-16 13:11:02+00:00,2025-01-16 13:11:02+00:00,2025-01-16 13:00:00+00:00
13304880,Huge sunny room in lovely Berlin!,Shared room,3,75158426,39.0,2025-01-16 12:36:21+00:00,2025-01-16 12:36:21+00:00,2025-01-16 12:00:00+00:00
46270493,Super Stylish Flat in Berlin's most popular area,Entire home/apt,90,351952364,140.0,2025-01-16 11:21:26+00:00,2025-01-16 11:21:26+00:00,2025-01-16 11:00:00+00:00
6098801,"Nice, bright room in PBerg",Private room,1,31647635,25.0,2025-01-16 11:20:22+00:00,2025-01-16 11:20:22+00:00,2025-01-16 11:00:00+00:00
33846826,Wohnung im Grünen in Berlin Dahlem,Entire home/apt,1,25188349,35.0,2025-01-16 11:09:11+00:00,2025-01-16 11:09:11+00:00,2025-01-16 11:00:00+00:00
52381148,bedroom + private bathroom  in hip Friedrichshain,Private room,1,45719851,120.0,2025-01-16 11:09:02+00:00,2025-01-16 11:09:02+00:00,2025-01-16 11:00:00+00:00
15160364,Huge Room - Best location for real Berlin,Private room,2,28285870,26.0,2025-01-16 10:25:56+00:00,2025-01-16 10:25:56+00:00,2025-01-16 10:00:00+00:00
52715983,Cosy 2-room Artists Flat in Friedrichshain,Entire home/apt,4,11716605,99.0,2025-01-16 10:10:55+00:00,2025-01-16 10:10:55+00:00,2025-01-16 10:00:00+00:00
13869282,Altbauwohnung mit 2 Zimmern direkt am Hermannplatz,Private room,1,3669572,80.0,2025-01-16 10:07:20+00:00,2025-01-16 10:07:20+00:00,2025-01-16 10:00:00+00:00
42912684,Toplage in Berlin Charlottenburg!,Entire home/apt,92,339625555,65.0,2025-01-16 09:52:53+00:00,2025-01-16 09:52:53+00:00,2025-01-16 09:00:00+00:00
31442082,Tolle Wohnung für Berüfstätige oder Pärchen,Entire home/apt,184,235520461,45.0,2025-01-16 09:45:30+00:00,2025-01-16 09:45:30+00:00,2025-01-16 09:00:00+00:00
38828617,Coesy room in Kreuzberg!,Private room,4,86266053,50.0,2025-01-16 09:24:43+00:00,2025-01-16 09:24:43+00:00,2025-01-16 09:00:00+00:00
43740730,Big 3-room apartment in Friedrichshain,Entire home/apt,3,15855118,100.0,2025-01-16 08:45:53+00:00,2025-01-16 08:45:53+00:00,2025-01-16 08:00:00+00:00
5727201,Cosy room in lively Neukolln,Private room,1,9964887,38.0,2025-01-16 08:42:20+00:00,2025-01-16 08:42:20+00:00,2025-01-16 08:00:00+00:00
51721500,Einzel-appartement in Potsdamer Platz,Entire home/apt,3,419013732,64.0,2025-01-16 08:12:03+00:00,2025-01-16 08:12:03+00:00,2025-01-16 08:00:00+00:00
48087572,Alte Feuerwache Berlin - Standard Double or Twin Room,Private room,1,386848467,72.0,2025-01-16 07:59:53+00:00,2025-01-16 07:59:53+00:00,2025-01-16 07:00:00+00:00
46769321,Berlin Art Creative Room,Private room,1,24864601,124.0,2025-01-16 07:53:30+00:00,2025-01-16 07:53:30+00:00,2025-01-16 07:00:00+00:00
32335706,Wunderschöne Altbauwohnung 65m2,Entire home/apt,14,35630833,80.0,2025-01-16 07:39:24+00:00,2025-01-16 07:39:24+00:00,2025-01-16 07:00:00+00:00
18115414,"2 Zimmerwohnung in Pankow, ideal für Pärchen",Entire home/apt,3,73828853,27.0,2025-01-16 07:32:38+00:00,2025-01-16 07:32:38+00:00,2025-01-16 07:00:00+00:00
19190445,Very central place in heart of Wedding,Entire home/apt,1,132302162,65.0,2025-01-16 07:30:11+00:00,2025-01-16 07:30:11+00:00,2025-01-16 07:00:00+00:00
9150987,Cozy big room in kreuzberg/neukölln,Private room,5,47554561,25.0,2025-01-16 07:20:22+00:00,2025-01-16 07:20:22+00:00,2025-01-16 07:00:00+00:00
40650136,"Cozy, comfort and modern apartment! BILLS INCLUDED",Entire home/apt,100,271714786,860.0,2025-01-16 07:19:01+00:00,2025-01-16 07:19:01+00:00,2025-01-16 07:00:00+00:00
8568509,Flat with balcony in Wedding,Entire home/apt,1,36364923,46.0,2025-01-16 07:00:41+00:00,2025-01-16 07:00:41+00:00,2025-01-16 07:00:00+00:00
52821368,Shabby Chic +Self Check-In +Free Street Parking,Entire home/apt,1,125847915,72.0,2025-01-16 06:42:48+00:00,2025-01-16 06:42:48+00:00,2025-01-16 06:00:00+00:00
17281581,Cozy and Spacious room in Nollendorfstraße,Private room,1,46279782,60.0,2025-01-16 06:34:20+00:00,2025-01-16 06:34:20+00:00,2025-01-16 06:00:00+00:00
35365136,Empty flat with timber floor and balcony,Entire home/apt,13,142948812,25.0,2025-01-16 06:24:19+00:00,2025-01-16 06:24:19+00:00,2025-01-16 06:00:00+00:00
51717733,Übernachtungsmöglichkeit im familiären Pankow,Shared room,1,115472189,45.0,2025-01-16 06:04:23+00:00,2025-01-16 06:04:23+00:00,2025-01-16 06:00:00+00:00
52848095,Apartment zentral in Berlin bis 2 Pers./Townster,Entire home/apt,1,340486611,150.0,2025-01-16 05:52:41+00:00,2025-01-16 05:52:41+00:00,2025-01-16 05:00:00+00:00
19827109,Multipler Co-Writing Space + Übernachtung 1 Person,Shared room,1,31217613,190.0,2025-01-16 05:46:13+00:00,2025-01-16 05:46:13+00:00,2025-01-16 05:00:00+00:00
42585950,Berlin Prenzlauer Berg - Lovely and  Cozy Room,Private room,6,85312132,30.0,2025-01-16 05:26:34+00:00,2025-01-16 05:26:34+00:00,2025-01-16 05:00:00+00:00
16744376,Gemütliches Berliner Altbauzimmer in Schöneberg,Private room,7,36784064,25.0,2025-01-16 05:05:59+00:00,2025-01-16 05:05:59+00:00,2025-01-16 05:00:00+00:00
46064466,Bright & modern cozy studio on Kastanienallee,Entire home/apt,30,697166,55.0,2025-01-16 05:04:16+00:00,2025-01-16 05:04:16+00:00,2025-01-16 05:00:00+00:00
10049057,Cosy and spacious room,Private room,1,33803398,30.0,2025-01-16 04:53:01+00:00,2025-01-16 04:53:01+00:00,2025-01-16 04:00:00+00:00
52252898,3BR +big kitchen +A/C +SelfCheckIn +Street Parking,Entire home/apt,1,164656783,129.0,2025-01-16 04:21:32+00:00,2025-01-16 04:21:32+00:00,2025-01-16 04:00:00+00:00
9694278,Large room in Friedrichshain,Private room,8,44108734,35.0,2025-01-16 04:16:45+00:00,2025-01-16 04:16:45+00:00,2025-01-16 04:00:00+00:00
32534334,Beautiful family apartment with a sunny terrace,Entire home/apt,30,8329189,52.0,2025-01-16 04:00:24+00:00,2025-01-16 04:00:24+00:00,2025-01-16 04:00:00+00:00
26186816,Axel Single Room at Axel Hotel Berlin,Hotel room,1,98159395,105.0,2025-01-16 03:30:27+00:00,2025-01-16 03:30:27+00:00,2025-01-16 03:00:00+00:00
26767873,Berlin Wohnung / Kreuzberg / Görlitzer Bahnhof,Entire home/apt,3,3282971,75.0,2025-01-16 02:31:26+00:00,2025-01-16 02:31:26+00:00,2025-01-16 02:00:00+00:00
40745724,Cozy single room in shared flat,Private room,2,116736663,30.0,2025-01-16 02:11:14+00:00,2025-01-16 02:11:14+00:00,2025-01-16 02:00:00+00:00
14440109,Bright apartment in the heart of Rixdorf,Entire home/apt,2,16288216,35.0,2025-01-16 02:09:47+00:00,2025-01-16 02:09:47+00:00,2025-01-16 02:00:00+00:00
43670826,Lichtdurchflutete Wohnung zentralen Punkt  Berlins,Entire home/apt,3,348779246,80.0,2025-01-16 01:47:58+00:00,2025-01-16 01:47:58+00:00,2025-01-16 01:00:00+00:00
5875924,"Room in Neukolln, Berlin",Private room,1,30513815,25.0,2025-01-16 00:34:53+00:00,2025-01-16 00:34:53+00:00,2025-01-16 00:00:00+00:00
5803041,Gartenwohnung im Friedrichshain,Entire home/apt,1,30106645,200.0,2025-01-16 00:32:34+00:00,2025-01-16 00:32:34+00:00,2025-01-16 00:00:00+00:00
14778401,Green Apartment,Entire home/apt,60,5245778,32.0,2025-01-16 00:27:11+00:00,2025-01-16 00:27:11+00:00,2025-01-16 00:00:00+00:00
21627485,Berlin Stralau: ruhige zentrale Garten-Whg 70qm,Entire home/apt,14,5226014,40.0,2025-01-16 00:10:08+00:00,2025-01-16 00:10:08+00:00,2025-01-16 00:00:00+00:00
38585015,"Amazing apartment in Berlin-Bohnsdorf with Sauna, WiFi and 1 Bedrooms",Entire home/apt,28,141545714,52.0,2025-01-16 00:00:17+00:00,2025-01-16 00:00:17+00:00,2025-01-16 00:00:00+00:00
11269335,Quiet & sunny room with balcony in Neukölln,Private room,2,24497738,55.0,2025-01-15 23:22:22+00:00,2025-01-15 23:22:22+00:00,2025-01-15 23:00:00+00:00
9469485,Best Kreuzkölln@River Canal,Entire home/apt,120,24059884,58.0,2025-01-15 23:05:10+00:00,2025-01-15 23:05:10+00:00,2025-01-15 23:00:00+00:00
45525090,Ocak Hotel - Superior Zimmer mehr Platz zum wohnen,Private room,1,368544059,154.0,2025-01-15 22:50:26+00:00,2025-01-15 22:50:26+00:00,2025-01-15 22:00:00+00:00
42716351,Kreuzberg - BerlinMall- in the heart of the City,Private room,1,13055420,47.0,2025-01-15 22:30:11+00:00,2025-01-15 22:30:11+00:00,2025-01-15 22:00:00+00:00
18298702,Apartment in the heart of berlin,Entire home/apt,14,45151605,80.0,2025-01-15 22:24:31+00:00,2025-01-15 22:24:31+00:00,2025-01-15 22:00:00+00:00
25284507,Apartment Duo Komfort B0.13  6N14S · Apartment Duo Komfort B0.13  6N14S · Apartment Duo Komfort for 3 persons,Entire home/apt,6,71613847,120.0,2025-01-15 21:40:58+00:00,2025-01-15 21:40:58+00:00,2025-01-15 21:00:00+00:00
9692035,W10,Private room,1,50056316,20.0,2025-01-15 21:34:53+00:00,2025-01-15 21:34:53+00:00,2025-01-15 21:00:00+00:00
9880483,Charming Altbau in Prenzlauer Berg,Entire home/apt,6,32299,90.0,2025-01-15 21:27:50+00:00,2025-01-15 21:27:50+00:00,2025-01-15 21:00:00+00:00
48665452,kultiger Camper im Herzen Berlins,Entire home/apt,1,392608800,38.0,2025-01-15 21:27:31+00:00,2025-01-15 21:27:31+00:00,2025-01-15 21:00:00+00:00
20359070,Spacious 19th cent apartment facing beautiful park,Entire home/apt,60,1030258,249.0,2025-01-15 21:21:04+00:00,2025-01-15 21:21:04+00:00,2025-01-15 21:00:00+00:00
48086276,Alte Feuerwache Berlin - Standard Double or Twin Room,Private room,1,386848467,72.0,2025-01-15 20:51:00+00:00,2025-01-15 20:51:00+00:00,2025-01-15 20:00:00+00:00
47269855,Berlin Ausgezeichnet möbliertes Privatzimmer zentr,Private room,1,284817458,131.0,2025-01-15 20:41:10+00:00,2025-01-15 20:41:10+00:00,2025-01-15 20:00:00+00:00
11883697,"Big sunny room, nice flatmates",Private room,3,63367802,20.0,2025-01-15 20:38:26+00:00,2025-01-15 20:38:26+00:00,2025-01-15 20:00:00+00:00
26156338,Sunny Rooftop Apartment in Mitte -best SkylineView,Entire home/apt,21,11649536,120.0,2025-01-15 20:25:15+00:00,2025-01-15 20:25:15+00:00,2025-01-15 20:00:00+00:00
44453937,Studio nahe Hauptbahnhof exkl. für Geschäftsleute,Private room,30,4023263,32.0,2025-01-15 20:23:17+00:00,2025-01-15 20:23:17+00:00,2025-01-15 20:00:00+00:00
31112236,Cozy Flat right in the Heart of Neukoelln.,Entire home/apt,3,45352166,120.0,2025-01-15 20:18:47+00:00,2025-01-15 20:18:47+00:00,2025-01-15 20:00:00+00:00
52235699,Schönes helles Zimmer im besten Kiez von Kreuzberg,Private room,4,6584851,45.0,2025-01-15 20:03:29+00:00,2025-01-15 20:03:29+00:00,2025-01-15 20:00:00+00:00
6652940,Sonnenallee  83 Neukölln,Entire home/apt,1,34821755,65.0,2025-01-15 19:15:44+00:00,2025-01-15 19:15:44+00:00,2025-01-15 19:00:00+00:00
6364954,Charming flat in Berlin Schöneberg,Private room,1,11805050,50.0,2025-01-15 18:52:37+00:00,2025-01-15 18:52:37+00:00,2025-01-15 18:00:00+00:00
51913271,Sunny duplex apartment on northern Friedrichstraße,Entire home/apt,30,12362846,110.0,2025-01-15 18:51:57+00:00,2025-01-15 18:51:57+00:00,2025-01-15 18:00:00+00:00
52889090,Loft Apart +A/C +SelfCheck-In +Free Street Parking,Entire home/apt,1,125847915,98.0,2025-01-15 18:37:52+00:00,2025-01-15 18:37:52+00:00,2025-01-15 18:00:00+00:00
51885885,Futon Beds B and B in the heart of Berlin,Private room,1,10367336,45.0,2025-01-15 18:16:08+00:00,2025-01-15 18:16:08+00:00,2025-01-15 18:00:00+00:00
