listing_id,listing_name,room_type,minimum_nights,host_id,price,created_at,updated_at
40704677,Cozy & clean on TOP area in Prenzlauerberg!,Entire home/apt,84,4048130,43.0,2025-01-14 13:55:40+00:00,2025-01-14 13:55:40+00:00
51718702,"Spacious 2.5 room, with balcony in Berlin Centre",Private room,1,70192367,70.0,2025-01-14 13:41:28+00:00,2025-01-14 13:41:28+00:00
20515851,Traumhaus am Rande der Stadt,Entire home/apt,2,50350370,86.0,2025-01-14 13:24:59+00:00,2025-01-14 13:24:59+00:00
